username,role_shortname,context_type,context_identifier,notes
dps.tch.hin.geo,editingteacher,course,DPS-GSEB-HIN-STD11-ARTS-GEO-2027,Subject teacher for DPS-GSEB-HIN-STD11-ARTS-GEO-27.
dps.tch.hin.polsci,editingteacher,course,DPS-GSEB-HIN-STD11-ARTS-POLSCI-2027,Subject teacher for DPS-GSEB-HIN-STD11-ARTS-POLSCI-27.
dps.tch.hin.psy,editingteacher,course,DPS-GSEB-HIN-STD11-ARTS-PSY-2027,Subject teacher for DPS-GSEB-HIN-STD11-ARTS-PSY-27.
dps.tch.hin.soc,editingteacher,course,DPS-GSEB-HIN-STD11-ARTS-SOC-2027,Subject teacher for DPS-GSEB-HIN-STD11-ARTS-SOC-27.
dps.tch.hin.pe,editingteacher,course,DPS-GSEB-HIN-STD11-ARTS-PE-2027,Subject teacher for DPS-GSEB-HIN-STD11-ARTS-PE-27.
dps.tch.hin.eng,editingteacher,course,DPS-GSEB-HIN-STD12-SCI-ENG-2027,Subject teacher for DPS-GSEB-HIN-STD12-SCI-ENG-27.
dps.tch.hin.phy,editingteacher,course,DPS-GSEB-HIN-STD12-SCI-PHY-2027,Subject teacher for DPS-GSEB-HIN-STD12-SCI-PHY-27.
dps.tch.hin.chem,editingteacher,course,DPS-GSEB-HIN-STD12-SCI-CHEM-2027,Subject teacher for DPS-GSEB-HIN-STD12-SCI-CHEM-27.
dps.tch.hin.bio,editingteacher,course,DPS-GSEB-HIN-STD12-SCI-BIO-2027,Subject teacher for DPS-GSEB-HIN-STD12-SCI-BIO-27.
dps.tch.hin.math,editingteacher,course,DPS-GSEB-HIN-STD12-SCI-MATH-2027,Subject teacher for DPS-GSEB-HIN-STD12-SCI-MATH-27.
dps.tch.hin.cs,editingteacher,course,DPS-GSEB-HIN-STD12-SCI-CS-2027,Subject teacher for DPS-GSEB-HIN-STD12-SCI-CS-27.
dps.tch.hin.pe,editingteacher,course,DPS-GSEB-HIN-STD12-SCI-PE-2027,Subject teacher for DPS-GSEB-HIN-STD12-SCI-PE-27.
dps.tch.hin.eng,editingteacher,course,DPS-GSEB-HIN-STD12-COM-ENG-2027,Subject teacher for DPS-GSEB-HIN-STD12-COM-ENG-27.
dps.tch.hin.acc,editingteacher,course,DPS-GSEB-HIN-STD12-COM-ACC-2027,Subject teacher for DPS-GSEB-HIN-STD12-COM-ACC-27.
dps.tch.hin.ba,editingteacher,course,DPS-GSEB-HIN-STD12-COM-BA-2027,Subject teacher for DPS-GSEB-HIN-STD12-COM-BA-27.
dps.tch.hin.eco,editingteacher,course,DPS-GSEB-HIN-STD12-COM-ECO-2027,Subject teacher for DPS-GSEB-HIN-STD12-COM-ECO-27.
dps.tch.hin.stat,editingteacher,course,DPS-GSEB-HIN-STD12-COM-STAT-2027,Subject teacher for DPS-GSEB-HIN-STD12-COM-STAT-27.
dps.tch.hin.cs,editingteacher,course,DPS-GSEB-HIN-STD12-COM-CS-2027,Subject teacher for DPS-GSEB-HIN-STD12-COM-CS-27.
dps.tch.hin.pe,editingteacher,course,DPS-GSEB-HIN-STD12-COM-PE-2027,Subject teacher for DPS-GSEB-HIN-STD12-COM-PE-27.
dps.tch.hin.eng,editingteacher,course,DPS-GSEB-HIN-STD12-ARTS-ENG-2027,Subject teacher for DPS-GSEB-HIN-STD12-ARTS-ENG-27.
dps.tch.hin.hist,editingteacher,course,DPS-GSEB-HIN-STD12-ARTS-HIST-2027,Subject teacher for DPS-GSEB-HIN-STD12-ARTS-HIST-27.
dps.tch.hin.geo,editingteacher,course,DPS-GSEB-HIN-STD12-ARTS-GEO-2027,Subject teacher for DPS-GSEB-HIN-STD12-ARTS-GEO-27.
dps.tch.hin.polsci,editingteacher,course,DPS-GSEB-HIN-STD12-ARTS-POLSCI-2027,Subject teacher for DPS-GSEB-HIN-STD12-ARTS-POLSCI-27.
dps.tch.hin.psy,editingteacher,course,DPS-GSEB-HIN-STD12-ARTS-PSY-2027,Subject teacher for DPS-GSEB-HIN-STD12-ARTS-PSY-27.
dps.tch.hin.soc,editingteacher,course,DPS-GSEB-HIN-STD12-ARTS-SOC-2027,Subject teacher for DPS-GSEB-HIN-STD12-ARTS-SOC-27.
dps.tch.hin.pe,editingteacher,course,DPS-GSEB-HIN-STD12-ARTS-PE-2027,Subject teacher for DPS-GSEB-HIN-STD12-ARTS-PE-27.
