academic_year,course_code,course_shortname,term_code,term_exam_template_code,enabled,required_for_completion,notes
2027-2028,DPS-GSEB-ENG-STD02-GEN-EVS-2027,DPS-GSEB-ENG-STD02-GEN-EVS-27,TERM2,TERM_EXAM_STD02_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD02-GEN-ART-2027,DPS-GSEB-ENG-STD02-GEN-ART-27,TERM1,TERM_EXAM_STD02_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD02-GEN-ART-2027,DPS-GSEB-ENG-STD02-GEN-ART-27,TERM2,TERM_EXAM_STD02_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD02-GEN-PE-2027,DPS-GSEB-ENG-STD02-GEN-PE-27,TERM1,TERM_EXAM_STD02_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD02-GEN-PE-2027,DPS-GSEB-ENG-STD02-GEN-PE-27,TERM2,TERM_EXAM_STD02_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD03-GEN-GUJ-2027,DPS-GSEB-ENG-STD03-GEN-GUJ-27,TERM1,TERM_EXAM_STD03_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD03-GEN-GUJ-2027,DPS-GSEB-ENG-STD03-GEN-GUJ-27,TERM2,TERM_EXAM_STD03_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD03-GEN-HIN-2027,DPS-GSEB-ENG-STD03-GEN-HIN-27,TERM1,TERM_EXAM_STD03_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD03-GEN-HIN-2027,DPS-GSEB-ENG-STD03-GEN-HIN-27,TERM2,TERM_EXAM_STD03_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD03-GEN-ENG-2027,DPS-GSEB-ENG-STD03-GEN-ENG-27,TERM1,TERM_EXAM_STD03_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD03-GEN-ENG-2027,DPS-GSEB-ENG-STD03-GEN-ENG-27,TERM2,TERM_EXAM_STD03_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD03-GEN-MATH-2027,DPS-GSEB-ENG-STD03-GEN-MATH-27,TERM1,TERM_EXAM_STD03_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD03-GEN-MATH-2027,DPS-GSEB-ENG-STD03-GEN-MATH-27,TERM2,TERM_EXAM_STD03_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD03-GEN-EVS-2027,DPS-GSEB-ENG-STD03-GEN-EVS-27,TERM1,TERM_EXAM_STD03_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD03-GEN-EVS-2027,DPS-GSEB-ENG-STD03-GEN-EVS-27,TERM2,TERM_EXAM_STD03_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD03-GEN-ART-2027,DPS-GSEB-ENG-STD03-GEN-ART-27,TERM1,TERM_EXAM_STD03_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD03-GEN-ART-2027,DPS-GSEB-ENG-STD03-GEN-ART-27,TERM2,TERM_EXAM_STD03_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD03-GEN-PE-2027,DPS-GSEB-ENG-STD03-GEN-PE-27,TERM1,TERM_EXAM_STD03_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD03-GEN-PE-2027,DPS-GSEB-ENG-STD03-GEN-PE-27,TERM2,TERM_EXAM_STD03_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD04-GEN-GUJ-2027,DPS-GSEB-ENG-STD04-GEN-GUJ-27,TERM1,TERM_EXAM_STD04_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD04-GEN-GUJ-2027,DPS-GSEB-ENG-STD04-GEN-GUJ-27,TERM2,TERM_EXAM_STD04_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD04-GEN-HIN-2027,DPS-GSEB-ENG-STD04-GEN-HIN-27,TERM1,TERM_EXAM_STD04_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD04-GEN-HIN-2027,DPS-GSEB-ENG-STD04-GEN-HIN-27,TERM2,TERM_EXAM_STD04_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD04-GEN-ENG-2027,DPS-GSEB-ENG-STD04-GEN-ENG-27,TERM1,TERM_EXAM_STD04_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD04-GEN-ENG-2027,DPS-GSEB-ENG-STD04-GEN-ENG-27,TERM2,TERM_EXAM_STD04_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD04-GEN-MATH-2027,DPS-GSEB-ENG-STD04-GEN-MATH-27,TERM1,TERM_EXAM_STD04_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD04-GEN-MATH-2027,DPS-GSEB-ENG-STD04-GEN-MATH-27,TERM2,TERM_EXAM_STD04_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD04-GEN-EVS-2027,DPS-GSEB-ENG-STD04-GEN-EVS-27,TERM1,TERM_EXAM_STD04_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD04-GEN-EVS-2027,DPS-GSEB-ENG-STD04-GEN-EVS-27,TERM2,TERM_EXAM_STD04_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD04-GEN-ART-2027,DPS-GSEB-ENG-STD04-GEN-ART-27,TERM1,TERM_EXAM_STD04_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD04-GEN-ART-2027,DPS-GSEB-ENG-STD04-GEN-ART-27,TERM2,TERM_EXAM_STD04_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD04-GEN-PE-2027,DPS-GSEB-ENG-STD04-GEN-PE-27,TERM1,TERM_EXAM_STD04_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD04-GEN-PE-2027,DPS-GSEB-ENG-STD04-GEN-PE-27,TERM2,TERM_EXAM_STD04_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD05-GEN-GUJ-2027,DPS-GSEB-ENG-STD05-GEN-GUJ-27,TERM1,TERM_EXAM_STD05_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD05-GEN-GUJ-2027,DPS-GSEB-ENG-STD05-GEN-GUJ-27,TERM2,TERM_EXAM_STD05_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD05-GEN-HIN-2027,DPS-GSEB-ENG-STD05-GEN-HIN-27,TERM1,TERM_EXAM_STD05_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD05-GEN-HIN-2027,DPS-GSEB-ENG-STD05-GEN-HIN-27,TERM2,TERM_EXAM_STD05_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD05-GEN-ENG-2027,DPS-GSEB-ENG-STD05-GEN-ENG-27,TERM1,TERM_EXAM_STD05_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD05-GEN-ENG-2027,DPS-GSEB-ENG-STD05-GEN-ENG-27,TERM2,TERM_EXAM_STD05_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD05-GEN-MATH-2027,DPS-GSEB-ENG-STD05-GEN-MATH-27,TERM1,TERM_EXAM_STD05_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD05-GEN-MATH-2027,DPS-GSEB-ENG-STD05-GEN-MATH-27,TERM2,TERM_EXAM_STD05_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD05-GEN-EVS-2027,DPS-GSEB-ENG-STD05-GEN-EVS-27,TERM1,TERM_EXAM_STD05_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD05-GEN-EVS-2027,DPS-GSEB-ENG-STD05-GEN-EVS-27,TERM2,TERM_EXAM_STD05_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD05-GEN-ART-2027,DPS-GSEB-ENG-STD05-GEN-ART-27,TERM1,TERM_EXAM_STD05_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD05-GEN-ART-2027,DPS-GSEB-ENG-STD05-GEN-ART-27,TERM2,TERM_EXAM_STD05_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD05-GEN-PE-2027,DPS-GSEB-ENG-STD05-GEN-PE-27,TERM1,TERM_EXAM_STD05_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD05-GEN-PE-2027,DPS-GSEB-ENG-STD05-GEN-PE-27,TERM2,TERM_EXAM_STD05_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD06-GEN-GUJ-2027,DPS-GSEB-ENG-STD06-GEN-GUJ-27,TERM1,TERM_EXAM_STD06_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD06-GEN-GUJ-2027,DPS-GSEB-ENG-STD06-GEN-GUJ-27,TERM2,TERM_EXAM_STD06_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD06-GEN-HIN-2027,DPS-GSEB-ENG-STD06-GEN-HIN-27,TERM1,TERM_EXAM_STD06_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD06-GEN-HIN-2027,DPS-GSEB-ENG-STD06-GEN-HIN-27,TERM2,TERM_EXAM_STD06_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD06-GEN-ENG-2027,DPS-GSEB-ENG-STD06-GEN-ENG-27,TERM1,TERM_EXAM_STD06_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD06-GEN-ENG-2027,DPS-GSEB-ENG-STD06-GEN-ENG-27,TERM2,TERM_EXAM_STD06_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD06-GEN-MATH-2027,DPS-GSEB-ENG-STD06-GEN-MATH-27,TERM1,TERM_EXAM_STD06_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD06-GEN-MATH-2027,DPS-GSEB-ENG-STD06-GEN-MATH-27,TERM2,TERM_EXAM_STD06_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD06-GEN-SCI-2027,DPS-GSEB-ENG-STD06-GEN-SCI-27,TERM1,TERM_EXAM_STD06_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD06-GEN-SCI-2027,DPS-GSEB-ENG-STD06-GEN-SCI-27,TERM2,TERM_EXAM_STD06_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD06-GEN-SS-2027,DPS-GSEB-ENG-STD06-GEN-SS-27,TERM1,TERM_EXAM_STD06_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD06-GEN-SS-2027,DPS-GSEB-ENG-STD06-GEN-SS-27,TERM2,TERM_EXAM_STD06_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD06-GEN-CS-2027,DPS-GSEB-ENG-STD06-GEN-CS-27,TERM1,TERM_EXAM_STD06_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD06-GEN-CS-2027,DPS-GSEB-ENG-STD06-GEN-CS-27,TERM2,TERM_EXAM_STD06_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD06-GEN-ART-2027,DPS-GSEB-ENG-STD06-GEN-ART-27,TERM1,TERM_EXAM_STD06_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD06-GEN-ART-2027,DPS-GSEB-ENG-STD06-GEN-ART-27,TERM2,TERM_EXAM_STD06_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD06-GEN-PE-2027,DPS-GSEB-ENG-STD06-GEN-PE-27,TERM1,TERM_EXAM_STD06_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD06-GEN-PE-2027,DPS-GSEB-ENG-STD06-GEN-PE-27,TERM2,TERM_EXAM_STD06_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD07-GEN-GUJ-2027,DPS-GSEB-ENG-STD07-GEN-GUJ-27,TERM1,TERM_EXAM_STD07_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD07-GEN-GUJ-2027,DPS-GSEB-ENG-STD07-GEN-GUJ-27,TERM2,TERM_EXAM_STD07_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD07-GEN-HIN-2027,DPS-GSEB-ENG-STD07-GEN-HIN-27,TERM1,TERM_EXAM_STD07_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD07-GEN-HIN-2027,DPS-GSEB-ENG-STD07-GEN-HIN-27,TERM2,TERM_EXAM_STD07_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD07-GEN-ENG-2027,DPS-GSEB-ENG-STD07-GEN-ENG-27,TERM1,TERM_EXAM_STD07_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD07-GEN-ENG-2027,DPS-GSEB-ENG-STD07-GEN-ENG-27,TERM2,TERM_EXAM_STD07_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD07-GEN-MATH-2027,DPS-GSEB-ENG-STD07-GEN-MATH-27,TERM1,TERM_EXAM_STD07_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD07-GEN-MATH-2027,DPS-GSEB-ENG-STD07-GEN-MATH-27,TERM2,TERM_EXAM_STD07_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD07-GEN-SCI-2027,DPS-GSEB-ENG-STD07-GEN-SCI-27,TERM1,TERM_EXAM_STD07_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD07-GEN-SCI-2027,DPS-GSEB-ENG-STD07-GEN-SCI-27,TERM2,TERM_EXAM_STD07_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD07-GEN-SS-2027,DPS-GSEB-ENG-STD07-GEN-SS-27,TERM1,TERM_EXAM_STD07_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD07-GEN-SS-2027,DPS-GSEB-ENG-STD07-GEN-SS-27,TERM2,TERM_EXAM_STD07_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD07-GEN-CS-2027,DPS-GSEB-ENG-STD07-GEN-CS-27,TERM1,TERM_EXAM_STD07_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD07-GEN-CS-2027,DPS-GSEB-ENG-STD07-GEN-CS-27,TERM2,TERM_EXAM_STD07_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD07-GEN-ART-2027,DPS-GSEB-ENG-STD07-GEN-ART-27,TERM1,TERM_EXAM_STD07_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD07-GEN-ART-2027,DPS-GSEB-ENG-STD07-GEN-ART-27,TERM2,TERM_EXAM_STD07_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD07-GEN-PE-2027,DPS-GSEB-ENG-STD07-GEN-PE-27,TERM1,TERM_EXAM_STD07_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD07-GEN-PE-2027,DPS-GSEB-ENG-STD07-GEN-PE-27,TERM2,TERM_EXAM_STD07_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD08-GEN-GUJ-2027,DPS-GSEB-ENG-STD08-GEN-GUJ-27,TERM1,TERM_EXAM_STD08_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD08-GEN-GUJ-2027,DPS-GSEB-ENG-STD08-GEN-GUJ-27,TERM2,TERM_EXAM_STD08_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD08-GEN-HIN-2027,DPS-GSEB-ENG-STD08-GEN-HIN-27,TERM1,TERM_EXAM_STD08_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD08-GEN-HIN-2027,DPS-GSEB-ENG-STD08-GEN-HIN-27,TERM2,TERM_EXAM_STD08_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD08-GEN-ENG-2027,DPS-GSEB-ENG-STD08-GEN-ENG-27,TERM1,TERM_EXAM_STD08_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD08-GEN-ENG-2027,DPS-GSEB-ENG-STD08-GEN-ENG-27,TERM2,TERM_EXAM_STD08_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD08-GEN-MATH-2027,DPS-GSEB-ENG-STD08-GEN-MATH-27,TERM1,TERM_EXAM_STD08_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD08-GEN-MATH-2027,DPS-GSEB-ENG-STD08-GEN-MATH-27,TERM2,TERM_EXAM_STD08_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD08-GEN-SCI-2027,DPS-GSEB-ENG-STD08-GEN-SCI-27,TERM1,TERM_EXAM_STD08_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD08-GEN-SCI-2027,DPS-GSEB-ENG-STD08-GEN-SCI-27,TERM2,TERM_EXAM_STD08_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD08-GEN-SS-2027,DPS-GSEB-ENG-STD08-GEN-SS-27,TERM1,TERM_EXAM_STD08_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD08-GEN-SS-2027,DPS-GSEB-ENG-STD08-GEN-SS-27,TERM2,TERM_EXAM_STD08_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD08-GEN-CS-2027,DPS-GSEB-ENG-STD08-GEN-CS-27,TERM1,TERM_EXAM_STD08_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD08-GEN-CS-2027,DPS-GSEB-ENG-STD08-GEN-CS-27,TERM2,TERM_EXAM_STD08_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD08-GEN-ART-2027,DPS-GSEB-ENG-STD08-GEN-ART-27,TERM1,TERM_EXAM_STD08_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD08-GEN-ART-2027,DPS-GSEB-ENG-STD08-GEN-ART-27,TERM2,TERM_EXAM_STD08_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD08-GEN-PE-2027,DPS-GSEB-ENG-STD08-GEN-PE-27,TERM1,TERM_EXAM_STD08_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD08-GEN-PE-2027,DPS-GSEB-ENG-STD08-GEN-PE-27,TERM2,TERM_EXAM_STD08_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD09-GEN-GUJ-2027,DPS-GSEB-ENG-STD09-GEN-GUJ-27,TERM1,TERM_EXAM_STD09_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD09-GEN-GUJ-2027,DPS-GSEB-ENG-STD09-GEN-GUJ-27,TERM2,TERM_EXAM_STD09_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD09-GEN-HIN-2027,DPS-GSEB-ENG-STD09-GEN-HIN-27,TERM1,TERM_EXAM_STD09_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD09-GEN-HIN-2027,DPS-GSEB-ENG-STD09-GEN-HIN-27,TERM2,TERM_EXAM_STD09_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD09-GEN-ENG-2027,DPS-GSEB-ENG-STD09-GEN-ENG-27,TERM1,TERM_EXAM_STD09_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD09-GEN-ENG-2027,DPS-GSEB-ENG-STD09-GEN-ENG-27,TERM2,TERM_EXAM_STD09_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD09-GEN-MATH-2027,DPS-GSEB-ENG-STD09-GEN-MATH-27,TERM1,TERM_EXAM_STD09_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD09-GEN-MATH-2027,DPS-GSEB-ENG-STD09-GEN-MATH-27,TERM2,TERM_EXAM_STD09_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD09-GEN-SCI-2027,DPS-GSEB-ENG-STD09-GEN-SCI-27,TERM1,TERM_EXAM_STD09_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD09-GEN-SCI-2027,DPS-GSEB-ENG-STD09-GEN-SCI-27,TERM2,TERM_EXAM_STD09_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD09-GEN-SS-2027,DPS-GSEB-ENG-STD09-GEN-SS-27,TERM1,TERM_EXAM_STD09_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD09-GEN-SS-2027,DPS-GSEB-ENG-STD09-GEN-SS-27,TERM2,TERM_EXAM_STD09_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD09-GEN-CS-2027,DPS-GSEB-ENG-STD09-GEN-CS-27,TERM1,TERM_EXAM_STD09_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD09-GEN-CS-2027,DPS-GSEB-ENG-STD09-GEN-CS-27,TERM2,TERM_EXAM_STD09_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD09-GEN-PE-2027,DPS-GSEB-ENG-STD09-GEN-PE-27,TERM1,TERM_EXAM_STD09_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD09-GEN-PE-2027,DPS-GSEB-ENG-STD09-GEN-PE-27,TERM2,TERM_EXAM_STD09_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD10-GEN-GUJ-2027,DPS-GSEB-ENG-STD10-GEN-GUJ-27,TERM1,TERM_EXAM_STD10_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD10-GEN-GUJ-2027,DPS-GSEB-ENG-STD10-GEN-GUJ-27,TERM2,TERM_EXAM_STD10_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD10-GEN-HIN-2027,DPS-GSEB-ENG-STD10-GEN-HIN-27,TERM1,TERM_EXAM_STD10_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD10-GEN-HIN-2027,DPS-GSEB-ENG-STD10-GEN-HIN-27,TERM2,TERM_EXAM_STD10_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD10-GEN-ENG-2027,DPS-GSEB-ENG-STD10-GEN-ENG-27,TERM1,TERM_EXAM_STD10_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD10-GEN-ENG-2027,DPS-GSEB-ENG-STD10-GEN-ENG-27,TERM2,TERM_EXAM_STD10_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD10-GEN-MATH-2027,DPS-GSEB-ENG-STD10-GEN-MATH-27,TERM1,TERM_EXAM_STD10_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD10-GEN-MATH-2027,DPS-GSEB-ENG-STD10-GEN-MATH-27,TERM2,TERM_EXAM_STD10_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD10-GEN-SCI-2027,DPS-GSEB-ENG-STD10-GEN-SCI-27,TERM1,TERM_EXAM_STD10_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD10-GEN-SCI-2027,DPS-GSEB-ENG-STD10-GEN-SCI-27,TERM2,TERM_EXAM_STD10_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD10-GEN-SS-2027,DPS-GSEB-ENG-STD10-GEN-SS-27,TERM1,TERM_EXAM_STD10_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD10-GEN-SS-2027,DPS-GSEB-ENG-STD10-GEN-SS-27,TERM2,TERM_EXAM_STD10_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD10-GEN-CS-2027,DPS-GSEB-ENG-STD10-GEN-CS-27,TERM1,TERM_EXAM_STD10_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD10-GEN-CS-2027,DPS-GSEB-ENG-STD10-GEN-CS-27,TERM2,TERM_EXAM_STD10_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD10-GEN-PE-2027,DPS-GSEB-ENG-STD10-GEN-PE-27,TERM1,TERM_EXAM_STD10_TERM1,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD10-GEN-PE-2027,DPS-GSEB-ENG-STD10-GEN-PE-27,TERM2,TERM_EXAM_STD10_TERM2,1,1,Generated grade-wise term exam assignment.
2027-2028,DPS-GSEB-ENG-STD11-SCI-ENG-2027,DPS-GSEB-ENG-STD11-SCI-ENG-27,TERM1,TERM_EXAM_STD11_TERM1,1,1,Generated grade-wise term exam assignment.
