parent_username,student_username,relationship,role_shortname,allow_grade_view,allow_activity_report_view,notes
dps.par.02582,dps.stu.02869,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02583,dps.stu.02870,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02584,dps.stu.02871,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.02584,dps.stu.02872,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.02585,dps.stu.02873,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02586,dps.stu.02874,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02587,dps.stu.02875,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02588,dps.stu.02876,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02589,dps.stu.02877,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02590,dps.stu.02878,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02591,dps.stu.02879,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02592,dps.stu.02880,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02593,dps.stu.02881,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.02593,dps.stu.02882,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.02594,dps.stu.02883,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02595,dps.stu.02884,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02596,dps.stu.02885,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02597,dps.stu.02886,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02598,dps.stu.02887,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02599,dps.stu.02888,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02600,dps.stu.02889,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02601,dps.stu.02890,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02602,dps.stu.02891,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.02602,dps.stu.02892,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.02603,dps.stu.02893,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02604,dps.stu.02894,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02605,dps.stu.02895,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02606,dps.stu.02896,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02607,dps.stu.02897,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02608,dps.stu.02898,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02609,dps.stu.02899,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02610,dps.stu.02900,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02611,dps.stu.02901,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.02611,dps.stu.02902,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.02612,dps.stu.02903,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02613,dps.stu.02904,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02614,dps.stu.02905,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02615,dps.stu.02906,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02616,dps.stu.02907,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02617,dps.stu.02908,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02618,dps.stu.02909,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02619,dps.stu.02910,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02620,dps.stu.02911,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.02620,dps.stu.02912,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.02621,dps.stu.02913,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02622,dps.stu.02914,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02623,dps.stu.02915,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02624,dps.stu.02916,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02625,dps.stu.02917,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02626,dps.stu.02918,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02627,dps.stu.02919,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02628,dps.stu.02920,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02629,dps.stu.02921,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.02629,dps.stu.02922,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.02630,dps.stu.02923,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02631,dps.stu.02924,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02632,dps.stu.02925,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02633,dps.stu.02926,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02634,dps.stu.02927,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02635,dps.stu.02928,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02636,dps.stu.02929,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02637,dps.stu.02930,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02638,dps.stu.02931,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.02638,dps.stu.02932,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.02639,dps.stu.02933,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02640,dps.stu.02934,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02641,dps.stu.02935,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02642,dps.stu.02936,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02643,dps.stu.02937,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02644,dps.stu.02938,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02645,dps.stu.02939,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02646,dps.stu.02940,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02647,dps.stu.02941,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.02647,dps.stu.02942,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.02648,dps.stu.02943,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02649,dps.stu.02944,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02650,dps.stu.02945,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02651,dps.stu.02946,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02652,dps.stu.02947,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02653,dps.stu.02948,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02654,dps.stu.02949,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02655,dps.stu.02950,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02656,dps.stu.02951,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.02656,dps.stu.02952,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.02657,dps.stu.02953,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02658,dps.stu.02954,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02659,dps.stu.02955,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02660,dps.stu.02956,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02661,dps.stu.02957,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02662,dps.stu.02958,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02663,dps.stu.02959,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02664,dps.stu.02960,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02665,dps.stu.02961,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.02665,dps.stu.02962,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.02666,dps.stu.02963,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02667,dps.stu.02964,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02668,dps.stu.02965,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02669,dps.stu.02966,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02670,dps.stu.02967,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02671,dps.stu.02968,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02672,dps.stu.02969,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02673,dps.stu.02970,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02674,dps.stu.02971,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.02674,dps.stu.02972,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.02675,dps.stu.02973,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02676,dps.stu.02974,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02677,dps.stu.02975,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02678,dps.stu.02976,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02679,dps.stu.02977,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02680,dps.stu.02978,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02681,dps.stu.02979,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02682,dps.stu.02980,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02683,dps.stu.02981,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.02683,dps.stu.02982,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.02684,dps.stu.02983,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02685,dps.stu.02984,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02686,dps.stu.02985,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02687,dps.stu.02986,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02688,dps.stu.02987,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02689,dps.stu.02988,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02690,dps.stu.02989,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02691,dps.stu.02990,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02692,dps.stu.02991,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.02692,dps.stu.02992,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.02693,dps.stu.02993,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02694,dps.stu.02994,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02695,dps.stu.02995,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02696,dps.stu.02996,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02697,dps.stu.02997,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02698,dps.stu.02998,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02699,dps.stu.02999,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02700,dps.stu.03000,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02701,dps.stu.03001,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.02701,dps.stu.03002,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.02702,dps.stu.03003,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02703,dps.stu.03004,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02704,dps.stu.03005,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02705,dps.stu.03006,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02706,dps.stu.03007,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02707,dps.stu.03008,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02708,dps.stu.03009,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02709,dps.stu.03010,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02710,dps.stu.03011,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.02710,dps.stu.03012,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.02711,dps.stu.03013,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02712,dps.stu.03014,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02713,dps.stu.03015,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02714,dps.stu.03016,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02715,dps.stu.03017,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02716,dps.stu.03018,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02717,dps.stu.03019,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02718,dps.stu.03020,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02719,dps.stu.03021,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.02719,dps.stu.03022,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.02720,dps.stu.03023,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02721,dps.stu.03024,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02722,dps.stu.03025,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02723,dps.stu.03026,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02724,dps.stu.03027,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02725,dps.stu.03028,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02726,dps.stu.03029,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02727,dps.stu.03030,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02728,dps.stu.03031,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.02728,dps.stu.03032,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.02729,dps.stu.03033,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02730,dps.stu.03034,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02731,dps.stu.03035,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02732,dps.stu.03036,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02733,dps.stu.03037,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02734,dps.stu.03038,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02735,dps.stu.03039,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02736,dps.stu.03040,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02737,dps.stu.03041,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.02737,dps.stu.03042,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.02738,dps.stu.03043,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02739,dps.stu.03044,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02740,dps.stu.03045,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02741,dps.stu.03046,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02742,dps.stu.03047,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02743,dps.stu.03048,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02744,dps.stu.03049,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02745,dps.stu.03050,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02746,dps.stu.03051,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.02746,dps.stu.03052,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.02747,dps.stu.03053,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02748,dps.stu.03054,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02749,dps.stu.03055,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02750,dps.stu.03056,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02751,dps.stu.03057,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02752,dps.stu.03058,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02753,dps.stu.03059,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02754,dps.stu.03060,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02755,dps.stu.03061,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.02755,dps.stu.03062,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.02756,dps.stu.03063,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02757,dps.stu.03064,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02758,dps.stu.03065,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02759,dps.stu.03066,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02760,dps.stu.03067,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02761,dps.stu.03068,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02762,dps.stu.03069,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02763,dps.stu.03070,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02764,dps.stu.03071,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.02764,dps.stu.03072,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.02765,dps.stu.03073,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02766,dps.stu.03074,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02767,dps.stu.03075,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02768,dps.stu.03076,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02769,dps.stu.03077,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02770,dps.stu.03078,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02771,dps.stu.03079,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02772,dps.stu.03080,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02773,dps.stu.03081,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.02773,dps.stu.03082,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.02774,dps.stu.03083,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02775,dps.stu.03084,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02776,dps.stu.03085,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02777,dps.stu.03086,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02778,dps.stu.03087,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02779,dps.stu.03088,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02780,dps.stu.03089,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02781,dps.stu.03090,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02782,dps.stu.03091,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.02782,dps.stu.03092,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.02783,dps.stu.03093,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02784,dps.stu.03094,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02785,dps.stu.03095,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02786,dps.stu.03096,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02787,dps.stu.03097,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02788,dps.stu.03098,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02789,dps.stu.03099,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02790,dps.stu.03100,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02791,dps.stu.03101,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.02791,dps.stu.03102,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.02792,dps.stu.03103,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02793,dps.stu.03104,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02794,dps.stu.03105,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02795,dps.stu.03106,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02796,dps.stu.03107,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02797,dps.stu.03108,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02798,dps.stu.03109,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02799,dps.stu.03110,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02800,dps.stu.03111,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.02800,dps.stu.03112,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.02801,dps.stu.03113,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02802,dps.stu.03114,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02803,dps.stu.03115,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02804,dps.stu.03116,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02805,dps.stu.03117,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02806,dps.stu.03118,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02807,dps.stu.03119,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02808,dps.stu.03120,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02809,dps.stu.03121,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.02809,dps.stu.03122,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.02810,dps.stu.03123,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02811,dps.stu.03124,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02812,dps.stu.03125,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02813,dps.stu.03126,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02814,dps.stu.03127,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02815,dps.stu.03128,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02816,dps.stu.03129,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02817,dps.stu.03130,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02818,dps.stu.03131,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.02818,dps.stu.03132,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.02819,dps.stu.03133,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02820,dps.stu.03134,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02821,dps.stu.03135,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02822,dps.stu.03136,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02823,dps.stu.03137,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02824,dps.stu.03138,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02825,dps.stu.03139,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02826,dps.stu.03140,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02827,dps.stu.03141,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.02827,dps.stu.03142,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.02828,dps.stu.03143,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02829,dps.stu.03144,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02830,dps.stu.03145,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02831,dps.stu.03146,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02832,dps.stu.03147,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02833,dps.stu.03148,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02834,dps.stu.03149,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02835,dps.stu.03150,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02836,dps.stu.03151,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.02836,dps.stu.03152,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.02837,dps.stu.03153,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02838,dps.stu.03154,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02839,dps.stu.03155,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02840,dps.stu.03156,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02841,dps.stu.03157,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02842,dps.stu.03158,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02843,dps.stu.03159,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02844,dps.stu.03160,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02845,dps.stu.03161,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.02845,dps.stu.03162,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.02846,dps.stu.03163,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02847,dps.stu.03164,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02848,dps.stu.03165,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02849,dps.stu.03166,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02850,dps.stu.03167,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02851,dps.stu.03168,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02852,dps.stu.03169,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02853,dps.stu.03170,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02854,dps.stu.03171,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.02854,dps.stu.03172,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.02855,dps.stu.03173,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02856,dps.stu.03174,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02857,dps.stu.03175,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02858,dps.stu.03176,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02859,dps.stu.03177,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02860,dps.stu.03178,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02861,dps.stu.03179,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02862,dps.stu.03180,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02863,dps.stu.03181,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.02863,dps.stu.03182,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.02864,dps.stu.03183,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02865,dps.stu.03184,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02866,dps.stu.03185,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02867,dps.stu.03186,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02868,dps.stu.03187,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02869,dps.stu.03188,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02870,dps.stu.03189,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02871,dps.stu.03190,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02872,dps.stu.03191,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.02872,dps.stu.03192,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.02873,dps.stu.03193,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02874,dps.stu.03194,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02875,dps.stu.03195,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02876,dps.stu.03196,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02877,dps.stu.03197,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02878,dps.stu.03198,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02879,dps.stu.03199,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02880,dps.stu.03200,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02881,dps.stu.03201,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.02881,dps.stu.03202,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.02882,dps.stu.03203,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02883,dps.stu.03204,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02884,dps.stu.03205,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02885,dps.stu.03206,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02886,dps.stu.03207,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02887,dps.stu.03208,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02888,dps.stu.03209,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02889,dps.stu.03210,Parent,parent,1,1,Single-student parent for local testing.
dps.par.02890,dps.stu.03211,Guardian,parent,1,1,Shared sibling parent for local testing.
