academic_year,course_code,course_shortname,certificate_enabled,credential_type,certificate_policy_code,requires_plugin,issue_condition,min_completion_percent,min_grade_percent,expiry_enabled,expiry_months,visible_to_student,certificate_template_code,certificate_template_name,certificate_activity_type,certificate_activity_key,certificate_activity_name,certificate_section_number,certificate_section_name,certificate_download_mode,certificate_verification_enabled,certificate_email_students,certificate_required_minutes,certificate_unlock_activity_key,certificate_filename_pattern,certificate_brand_primary,certificate_brand_accent,certificate_brand_highlight,school_name,board_name,principal_name,medium_code,medium_name,grade_code,grade_name,stream_code,subject_code,subject_name,notes
2026-2027,DPS-GSEB-ENG-UNI_UG_CSE_Y2-ENG-TYPO-2026,DPS-GSEB-ENG-UNI_UG_CSE_Y2-ENG-TYPO-26,1,certificate,STANDARD_COURSE_COMPLETION_CERT,1,course_completion,100,40,0,,1,DRONA_MODERN_COURSE_COMPLETION,Drona Modern Course Completion Certificate,customcert,course_completion_certificate,Download Course Completion Certificate,15,Certificate & Completion,D,1,0,0,final_project_portfolio,{COURSE_SHORT_NAME}-{FIRST_NAME}-{LAST_NAME}-{ISSUE_DATE},#0B4F71,#F2B705,#E51B23,Drona Public School,Gujarat Board Education,Anita Sharma,ENG,English Medium,UNI_UG_CSE_Y2,B.Tech Computer Science (AI/ML) - Y2,ENG,TYPO,Typography,"Generated Custom Certificate activity with modern A4 landscape PDF, certificate ID and QR verification for fallback grade scopes."
2026-2027,DPS-GSEB-ENG-UNI_UG_CSE_Y2-ENG-ARCH_DSN-2026,DPS-GSEB-ENG-UNI_UG_CSE_Y2-ENG-ARCH_DSN-26,1,certificate,STANDARD_COURSE_COMPLETION_CERT,1,course_completion,100,40,0,,1,DRONA_MODERN_COURSE_COMPLETION,Drona Modern Course Completion Certificate,customcert,course_completion_certificate,Download Course Completion Certificate,15,Certificate & Completion,D,1,0,0,final_project_portfolio,{COURSE_SHORT_NAME}-{FIRST_NAME}-{LAST_NAME}-{ISSUE_DATE},#0B4F71,#F2B705,#E51B23,Drona Public School,Gujarat Board Education,Anita Sharma,ENG,English Medium,UNI_UG_CSE_Y2,B.Tech Computer Science (AI/ML) - Y2,ENG,ARCH_DSN,Architectural Design,"Generated Custom Certificate activity with modern A4 landscape PDF, certificate ID and QR verification for fallback grade scopes."
2026-2027,DPS-GSEB-ENG-UNI_UG_CSE_Y3-ENG-DSA-2026,DPS-GSEB-ENG-UNI_UG_CSE_Y3-ENG-DSA-26,1,certificate,STANDARD_COURSE_COMPLETION_CERT,1,course_completion,100,40,0,,1,DRONA_MODERN_COURSE_COMPLETION,Drona Modern Course Completion Certificate,customcert,course_completion_certificate,Download Course Completion Certificate,15,Certificate & Completion,D,1,0,0,final_project_portfolio,{COURSE_SHORT_NAME}-{FIRST_NAME}-{LAST_NAME}-{ISSUE_DATE},#0B4F71,#F2B705,#E51B23,Drona Public School,Gujarat Board Education,Anita Sharma,ENG,English Medium,UNI_UG_CSE_Y3,B.Tech Computer Science (AI/ML) - Y3,ENG,DSA,Data Structures & Algorithms,"Generated Custom Certificate activity with modern A4 landscape PDF, certificate ID and QR verification for fallback grade scopes."
2026-2027,DPS-GSEB-ENG-UNI_UG_CSE_Y3-ENG-DBMS-2026,DPS-GSEB-ENG-UNI_UG_CSE_Y3-ENG-DBMS-26,1,certificate,STANDARD_COURSE_COMPLETION_CERT,1,course_completion,100,40,0,,1,DRONA_MODERN_COURSE_COMPLETION,Drona Modern Course Completion Certificate,customcert,course_completion_certificate,Download Course Completion Certificate,15,Certificate & Completion,D,1,0,0,final_project_portfolio,{COURSE_SHORT_NAME}-{FIRST_NAME}-{LAST_NAME}-{ISSUE_DATE},#0B4F71,#F2B705,#E51B23,Drona Public School,Gujarat Board Education,Anita Sharma,ENG,English Medium,UNI_UG_CSE_Y3,B.Tech Computer Science (AI/ML) - Y3,ENG,DBMS,Database Management Systems,"Generated Custom Certificate activity with modern A4 landscape PDF, certificate ID and QR verification for fallback grade scopes."
2026-2027,DPS-GSEB-ENG-UNI_UG_CSE_Y3-ENG-OS-2026,DPS-GSEB-ENG-UNI_UG_CSE_Y3-ENG-OS-26,1,certificate,STANDARD_COURSE_COMPLETION_CERT,1,course_completion,100,40,0,,1,DRONA_MODERN_COURSE_COMPLETION,Drona Modern Course Completion Certificate,customcert,course_completion_certificate,Download Course Completion Certificate,15,Certificate & Completion,D,1,0,0,final_project_portfolio,{COURSE_SHORT_NAME}-{FIRST_NAME}-{LAST_NAME}-{ISSUE_DATE},#0B4F71,#F2B705,#E51B23,Drona Public School,Gujarat Board Education,Anita Sharma,ENG,English Medium,UNI_UG_CSE_Y3,B.Tech Computer Science (AI/ML) - Y3,ENG,OS,Operating Systems,"Generated Custom Certificate activity with modern A4 landscape PDF, certificate ID and QR verification for fallback grade scopes."
2026-2027,DPS-GSEB-ENG-UNI_UG_CSE_Y3-ENG-CN-2026,DPS-GSEB-ENG-UNI_UG_CSE_Y3-ENG-CN-26,1,certificate,STANDARD_COURSE_COMPLETION_CERT,1,course_completion,100,40,0,,1,DRONA_MODERN_COURSE_COMPLETION,Drona Modern Course Completion Certificate,customcert,course_completion_certificate,Download Course Completion Certificate,15,Certificate & Completion,D,1,0,0,final_project_portfolio,{COURSE_SHORT_NAME}-{FIRST_NAME}-{LAST_NAME}-{ISSUE_DATE},#0B4F71,#F2B705,#E51B23,Drona Public School,Gujarat Board Education,Anita Sharma,ENG,English Medium,UNI_UG_CSE_Y3,B.Tech Computer Science (AI/ML) - Y3,ENG,CN,Computer Networks,"Generated Custom Certificate activity with modern A4 landscape PDF, certificate ID and QR verification for fallback grade scopes."
2026-2027,DPS-GSEB-ENG-UNI_UG_CSE_Y3-ENG-AI_ML-2026,DPS-GSEB-ENG-UNI_UG_CSE_Y3-ENG-AI_ML-26,1,certificate,STANDARD_COURSE_COMPLETION_CERT,1,course_completion,100,40,0,,1,DRONA_MODERN_COURSE_COMPLETION,Drona Modern Course Completion Certificate,customcert,course_completion_certificate,Download Course Completion Certificate,15,Certificate & Completion,D,1,0,0,final_project_portfolio,{COURSE_SHORT_NAME}-{FIRST_NAME}-{LAST_NAME}-{ISSUE_DATE},#0B4F71,#F2B705,#E51B23,Drona Public School,Gujarat Board Education,Anita Sharma,ENG,English Medium,UNI_UG_CSE_Y3,B.Tech Computer Science (AI/ML) - Y3,ENG,AI_ML,Artificial Intelligence & ML,"Generated Custom Certificate activity with modern A4 landscape PDF, certificate ID and QR verification for fallback grade scopes."
2026-2027,DPS-GSEB-ENG-UNI_UG_CSE_Y3-ENG-SWE-2026,DPS-GSEB-ENG-UNI_UG_CSE_Y3-ENG-SWE-26,1,certificate,STANDARD_COURSE_COMPLETION_CERT,1,course_completion,100,40,0,,1,DRONA_MODERN_COURSE_COMPLETION,Drona Modern Course Completion Certificate,customcert,course_completion_certificate,Download Course Completion Certificate,15,Certificate & Completion,D,1,0,0,final_project_portfolio,{COURSE_SHORT_NAME}-{FIRST_NAME}-{LAST_NAME}-{ISSUE_DATE},#0B4F71,#F2B705,#E51B23,Drona Public School,Gujarat Board Education,Anita Sharma,ENG,English Medium,UNI_UG_CSE_Y3,B.Tech Computer Science (AI/ML) - Y3,ENG,SWE,Software Engineering,"Generated Custom Certificate activity with modern A4 landscape PDF, certificate ID and QR verification for fallback grade scopes."
2026-2027,DPS-GSEB-ENG-UNI_UG_CSE_Y3-ENG-THERMO-2026,DPS-GSEB-ENG-UNI_UG_CSE_Y3-ENG-THERMO-26,1,certificate,STANDARD_COURSE_COMPLETION_CERT,1,course_completion,100,40,0,,1,DRONA_MODERN_COURSE_COMPLETION,Drona Modern Course Completion Certificate,customcert,course_completion_certificate,Download Course Completion Certificate,15,Certificate & Completion,D,1,0,0,final_project_portfolio,{COURSE_SHORT_NAME}-{FIRST_NAME}-{LAST_NAME}-{ISSUE_DATE},#0B4F71,#F2B705,#E51B23,Drona Public School,Gujarat Board Education,Anita Sharma,ENG,English Medium,UNI_UG_CSE_Y3,B.Tech Computer Science (AI/ML) - Y3,ENG,THERMO,Thermodynamics,"Generated Custom Certificate activity with modern A4 landscape PDF, certificate ID and QR verification for fallback grade scopes."
2026-2027,DPS-GSEB-ENG-UNI_UG_CSE_Y3-ENG-CIRCUITS-2026,DPS-GSEB-ENG-UNI_UG_CSE_Y3-ENG-CIRCUITS-26,1,certificate,STANDARD_COURSE_COMPLETION_CERT,1,course_completion,100,40,0,,1,DRONA_MODERN_COURSE_COMPLETION,Drona Modern Course Completion Certificate,customcert,course_completion_certificate,Download Course Completion Certificate,15,Certificate & Completion,D,1,0,0,final_project_portfolio,{COURSE_SHORT_NAME}-{FIRST_NAME}-{LAST_NAME}-{ISSUE_DATE},#0B4F71,#F2B705,#E51B23,Drona Public School,Gujarat Board Education,Anita Sharma,ENG,English Medium,UNI_UG_CSE_Y3,B.Tech Computer Science (AI/ML) - Y3,ENG,CIRCUITS,Electronic Circuits,"Generated Custom Certificate activity with modern A4 landscape PDF, certificate ID and QR verification for fallback grade scopes."
2026-2027,DPS-GSEB-ENG-UNI_UG_CSE_Y3-ENG-ANAT-2026,DPS-GSEB-ENG-UNI_UG_CSE_Y3-ENG-ANAT-26,1,certificate,STANDARD_COURSE_COMPLETION_CERT,1,course_completion,100,40,0,,1,DRONA_MODERN_COURSE_COMPLETION,Drona Modern Course Completion Certificate,customcert,course_completion_certificate,Download Course Completion Certificate,15,Certificate & Completion,D,1,0,0,final_project_portfolio,{COURSE_SHORT_NAME}-{FIRST_NAME}-{LAST_NAME}-{ISSUE_DATE},#0B4F71,#F2B705,#E51B23,Drona Public School,Gujarat Board Education,Anita Sharma,ENG,English Medium,UNI_UG_CSE_Y3,B.Tech Computer Science (AI/ML) - Y3,ENG,ANAT,Human Anatomy,"Generated Custom Certificate activity with modern A4 landscape PDF, certificate ID and QR verification for fallback grade scopes."
2026-2027,DPS-GSEB-ENG-UNI_UG_CSE_Y3-ENG-PHYS-2026,DPS-GSEB-ENG-UNI_UG_CSE_Y3-ENG-PHYS-26,1,certificate,STANDARD_COURSE_COMPLETION_CERT,1,course_completion,100,40,0,,1,DRONA_MODERN_COURSE_COMPLETION,Drona Modern Course Completion Certificate,customcert,course_completion_certificate,Download Course Completion Certificate,15,Certificate & Completion,D,1,0,0,final_project_portfolio,{COURSE_SHORT_NAME}-{FIRST_NAME}-{LAST_NAME}-{ISSUE_DATE},#0B4F71,#F2B705,#E51B23,Drona Public School,Gujarat Board Education,Anita Sharma,ENG,English Medium,UNI_UG_CSE_Y3,B.Tech Computer Science (AI/ML) - Y3,ENG,PHYS,Physiology,"Generated Custom Certificate activity with modern A4 landscape PDF, certificate ID and QR verification for fallback grade scopes."
2026-2027,DPS-GSEB-ENG-UNI_UG_CSE_Y3-ENG-PHARM-2026,DPS-GSEB-ENG-UNI_UG_CSE_Y3-ENG-PHARM-26,1,certificate,STANDARD_COURSE_COMPLETION_CERT,1,course_completion,100,40,0,,1,DRONA_MODERN_COURSE_COMPLETION,Drona Modern Course Completion Certificate,customcert,course_completion_certificate,Download Course Completion Certificate,15,Certificate & Completion,D,1,0,0,final_project_portfolio,{COURSE_SHORT_NAME}-{FIRST_NAME}-{LAST_NAME}-{ISSUE_DATE},#0B4F71,#F2B705,#E51B23,Drona Public School,Gujarat Board Education,Anita Sharma,ENG,English Medium,UNI_UG_CSE_Y3,B.Tech Computer Science (AI/ML) - Y3,ENG,PHARM,Pharmacology,"Generated Custom Certificate activity with modern A4 landscape PDF, certificate ID and QR verification for fallback grade scopes."
2026-2027,DPS-GSEB-ENG-UNI_UG_CSE_Y3-ENG-PATH-2026,DPS-GSEB-ENG-UNI_UG_CSE_Y3-ENG-PATH-26,1,certificate,STANDARD_COURSE_COMPLETION_CERT,1,course_completion,100,40,0,,1,DRONA_MODERN_COURSE_COMPLETION,Drona Modern Course Completion Certificate,customcert,course_completion_certificate,Download Course Completion Certificate,15,Certificate & Completion,D,1,0,0,final_project_portfolio,{COURSE_SHORT_NAME}-{FIRST_NAME}-{LAST_NAME}-{ISSUE_DATE},#0B4F71,#F2B705,#E51B23,Drona Public School,Gujarat Board Education,Anita Sharma,ENG,English Medium,UNI_UG_CSE_Y3,B.Tech Computer Science (AI/ML) - Y3,ENG,PATH,Pathology,"Generated Custom Certificate activity with modern A4 landscape PDF, certificate ID and QR verification for fallback grade scopes."
2026-2027,DPS-GSEB-ENG-UNI_UG_CSE_Y3-ENG-COM_MED-2026,DPS-GSEB-ENG-UNI_UG_CSE_Y3-ENG-COM_MED-26,1,certificate,STANDARD_COURSE_COMPLETION_CERT,1,course_completion,100,40,0,,1,DRONA_MODERN_COURSE_COMPLETION,Drona Modern Course Completion Certificate,customcert,course_completion_certificate,Download Course Completion Certificate,15,Certificate & Completion,D,1,0,0,final_project_portfolio,{COURSE_SHORT_NAME}-{FIRST_NAME}-{LAST_NAME}-{ISSUE_DATE},#0B4F71,#F2B705,#E51B23,Drona Public School,Gujarat Board Education,Anita Sharma,ENG,English Medium,UNI_UG_CSE_Y3,B.Tech Computer Science (AI/ML) - Y3,ENG,COM_MED,Community Medicine,"Generated Custom Certificate activity with modern A4 landscape PDF, certificate ID and QR verification for fallback grade scopes."
2026-2027,DPS-GSEB-ENG-UNI_UG_CSE_Y3-ENG-LAW_CON-2026,DPS-GSEB-ENG-UNI_UG_CSE_Y3-ENG-LAW_CON-26,1,certificate,STANDARD_COURSE_COMPLETION_CERT,1,course_completion,100,40,0,,1,DRONA_MODERN_COURSE_COMPLETION,Drona Modern Course Completion Certificate,customcert,course_completion_certificate,Download Course Completion Certificate,15,Certificate & Completion,D,1,0,0,final_project_portfolio,{COURSE_SHORT_NAME}-{FIRST_NAME}-{LAST_NAME}-{ISSUE_DATE},#0B4F71,#F2B705,#E51B23,Drona Public School,Gujarat Board Education,Anita Sharma,ENG,English Medium,UNI_UG_CSE_Y3,B.Tech Computer Science (AI/ML) - Y3,ENG,LAW_CON,Constitutional Law,"Generated Custom Certificate activity with modern A4 landscape PDF, certificate ID and QR verification for fallback grade scopes."
2026-2027,DPS-GSEB-ENG-UNI_UG_CSE_Y3-ENG-LAW_IPC-2026,DPS-GSEB-ENG-UNI_UG_CSE_Y3-ENG-LAW_IPC-26,1,certificate,STANDARD_COURSE_COMPLETION_CERT,1,course_completion,100,40,0,,1,DRONA_MODERN_COURSE_COMPLETION,Drona Modern Course Completion Certificate,customcert,course_completion_certificate,Download Course Completion Certificate,15,Certificate & Completion,D,1,0,0,final_project_portfolio,{COURSE_SHORT_NAME}-{FIRST_NAME}-{LAST_NAME}-{ISSUE_DATE},#0B4F71,#F2B705,#E51B23,Drona Public School,Gujarat Board Education,Anita Sharma,ENG,English Medium,UNI_UG_CSE_Y3,B.Tech Computer Science (AI/ML) - Y3,ENG,LAW_IPC,Indian Penal Code,"Generated Custom Certificate activity with modern A4 landscape PDF, certificate ID and QR verification for fallback grade scopes."
2026-2027,DPS-GSEB-ENG-UNI_UG_CSE_Y3-ENG-LAW_CONTR-2026,DPS-GSEB-ENG-UNI_UG_CSE_Y3-ENG-LAW_CONTR-26,1,certificate,STANDARD_COURSE_COMPLETION_CERT,1,course_completion,100,40,0,,1,DRONA_MODERN_COURSE_COMPLETION,Drona Modern Course Completion Certificate,customcert,course_completion_certificate,Download Course Completion Certificate,15,Certificate & Completion,D,1,0,0,final_project_portfolio,{COURSE_SHORT_NAME}-{FIRST_NAME}-{LAST_NAME}-{ISSUE_DATE},#0B4F71,#F2B705,#E51B23,Drona Public School,Gujarat Board Education,Anita Sharma,ENG,English Medium,UNI_UG_CSE_Y3,B.Tech Computer Science (AI/ML) - Y3,ENG,LAW_CONTR,Contract Law,"Generated Custom Certificate activity with modern A4 landscape PDF, certificate ID and QR verification for fallback grade scopes."
2026-2027,DPS-GSEB-ENG-UNI_UG_CSE_Y3-ENG-JURIS-2026,DPS-GSEB-ENG-UNI_UG_CSE_Y3-ENG-JURIS-26,1,certificate,STANDARD_COURSE_COMPLETION_CERT,1,course_completion,100,40,0,,1,DRONA_MODERN_COURSE_COMPLETION,Drona Modern Course Completion Certificate,customcert,course_completion_certificate,Download Course Completion Certificate,15,Certificate & Completion,D,1,0,0,final_project_portfolio,{COURSE_SHORT_NAME}-{FIRST_NAME}-{LAST_NAME}-{ISSUE_DATE},#0B4F71,#F2B705,#E51B23,Drona Public School,Gujarat Board Education,Anita Sharma,ENG,English Medium,UNI_UG_CSE_Y3,B.Tech Computer Science (AI/ML) - Y3,ENG,JURIS,Jurisprudence,"Generated Custom Certificate activity with modern A4 landscape PDF, certificate ID and QR verification for fallback grade scopes."
2026-2027,DPS-GSEB-ENG-UNI_UG_CSE_Y3-ENG-CORP_ACC-2026,DPS-GSEB-ENG-UNI_UG_CSE_Y3-ENG-CORP_ACC-26,1,certificate,STANDARD_COURSE_COMPLETION_CERT,1,course_completion,100,40,0,,1,DRONA_MODERN_COURSE_COMPLETION,Drona Modern Course Completion Certificate,customcert,course_completion_certificate,Download Course Completion Certificate,15,Certificate & Completion,D,1,0,0,final_project_portfolio,{COURSE_SHORT_NAME}-{FIRST_NAME}-{LAST_NAME}-{ISSUE_DATE},#0B4F71,#F2B705,#E51B23,Drona Public School,Gujarat Board Education,Anita Sharma,ENG,English Medium,UNI_UG_CSE_Y3,B.Tech Computer Science (AI/ML) - Y3,ENG,CORP_ACC,Corporate Accounting,"Generated Custom Certificate activity with modern A4 landscape PDF, certificate ID and QR verification for fallback grade scopes."
2026-2027,DPS-GSEB-ENG-UNI_UG_CSE_Y3-ENG-FIN_MGT-2026,DPS-GSEB-ENG-UNI_UG_CSE_Y3-ENG-FIN_MGT-26,1,certificate,STANDARD_COURSE_COMPLETION_CERT,1,course_completion,100,40,0,,1,DRONA_MODERN_COURSE_COMPLETION,Drona Modern Course Completion Certificate,customcert,course_completion_certificate,Download Course Completion Certificate,15,Certificate & Completion,D,1,0,0,final_project_portfolio,{COURSE_SHORT_NAME}-{FIRST_NAME}-{LAST_NAME}-{ISSUE_DATE},#0B4F71,#F2B705,#E51B23,Drona Public School,Gujarat Board Education,Anita Sharma,ENG,English Medium,UNI_UG_CSE_Y3,B.Tech Computer Science (AI/ML) - Y3,ENG,FIN_MGT,Financial Management,"Generated Custom Certificate activity with modern A4 landscape PDF, certificate ID and QR verification for fallback grade scopes."
2026-2027,DPS-GSEB-ENG-UNI_UG_CSE_Y3-ENG-MKT_MGT-2026,DPS-GSEB-ENG-UNI_UG_CSE_Y3-ENG-MKT_MGT-26,1,certificate,STANDARD_COURSE_COMPLETION_CERT,1,course_completion,100,40,0,,1,DRONA_MODERN_COURSE_COMPLETION,Drona Modern Course Completion Certificate,customcert,course_completion_certificate,Download Course Completion Certificate,15,Certificate & Completion,D,1,0,0,final_project_portfolio,{COURSE_SHORT_NAME}-{FIRST_NAME}-{LAST_NAME}-{ISSUE_DATE},#0B4F71,#F2B705,#E51B23,Drona Public School,Gujarat Board Education,Anita Sharma,ENG,English Medium,UNI_UG_CSE_Y3,B.Tech Computer Science (AI/ML) - Y3,ENG,MKT_MGT,Marketing Management,"Generated Custom Certificate activity with modern A4 landscape PDF, certificate ID and QR verification for fallback grade scopes."
2026-2027,DPS-GSEB-ENG-UNI_UG_CSE_Y3-ENG-OB-2026,DPS-GSEB-ENG-UNI_UG_CSE_Y3-ENG-OB-26,1,certificate,STANDARD_COURSE_COMPLETION_CERT,1,course_completion,100,40,0,,1,DRONA_MODERN_COURSE_COMPLETION,Drona Modern Course Completion Certificate,customcert,course_completion_certificate,Download Course Completion Certificate,15,Certificate & Completion,D,1,0,0,final_project_portfolio,{COURSE_SHORT_NAME}-{FIRST_NAME}-{LAST_NAME}-{ISSUE_DATE},#0B4F71,#F2B705,#E51B23,Drona Public School,Gujarat Board Education,Anita Sharma,ENG,English Medium,UNI_UG_CSE_Y3,B.Tech Computer Science (AI/ML) - Y3,ENG,OB,Organizational Behavior,"Generated Custom Certificate activity with modern A4 landscape PDF, certificate ID and QR verification for fallback grade scopes."
2026-2027,DPS-GSEB-ENG-UNI_UG_CSE_Y3-ENG-UI_UX-2026,DPS-GSEB-ENG-UNI_UG_CSE_Y3-ENG-UI_UX-26,1,certificate,STANDARD_COURSE_COMPLETION_CERT,1,course_completion,100,40,0,,1,DRONA_MODERN_COURSE_COMPLETION,Drona Modern Course Completion Certificate,customcert,course_completion_certificate,Download Course Completion Certificate,15,Certificate & Completion,D,1,0,0,final_project_portfolio,{COURSE_SHORT_NAME}-{FIRST_NAME}-{LAST_NAME}-{ISSUE_DATE},#0B4F71,#F2B705,#E51B23,Drona Public School,Gujarat Board Education,Anita Sharma,ENG,English Medium,UNI_UG_CSE_Y3,B.Tech Computer Science (AI/ML) - Y3,ENG,UI_UX,User Interface & Experience,"Generated Custom Certificate activity with modern A4 landscape PDF, certificate ID and QR verification for fallback grade scopes."
2026-2027,DPS-GSEB-ENG-UNI_UG_CSE_Y3-ENG-TYPO-2026,DPS-GSEB-ENG-UNI_UG_CSE_Y3-ENG-TYPO-26,1,certificate,STANDARD_COURSE_COMPLETION_CERT,1,course_completion,100,40,0,,1,DRONA_MODERN_COURSE_COMPLETION,Drona Modern Course Completion Certificate,customcert,course_completion_certificate,Download Course Completion Certificate,15,Certificate & Completion,D,1,0,0,final_project_portfolio,{COURSE_SHORT_NAME}-{FIRST_NAME}-{LAST_NAME}-{ISSUE_DATE},#0B4F71,#F2B705,#E51B23,Drona Public School,Gujarat Board Education,Anita Sharma,ENG,English Medium,UNI_UG_CSE_Y3,B.Tech Computer Science (AI/ML) - Y3,ENG,TYPO,Typography,"Generated Custom Certificate activity with modern A4 landscape PDF, certificate ID and QR verification for fallback grade scopes."
2026-2027,DPS-GSEB-ENG-UNI_UG_CSE_Y3-ENG-ARCH_DSN-2026,DPS-GSEB-ENG-UNI_UG_CSE_Y3-ENG-ARCH_DSN-26,1,certificate,STANDARD_COURSE_COMPLETION_CERT,1,course_completion,100,40,0,,1,DRONA_MODERN_COURSE_COMPLETION,Drona Modern Course Completion Certificate,customcert,course_completion_certificate,Download Course Completion Certificate,15,Certificate & Completion,D,1,0,0,final_project_portfolio,{COURSE_SHORT_NAME}-{FIRST_NAME}-{LAST_NAME}-{ISSUE_DATE},#0B4F71,#F2B705,#E51B23,Drona Public School,Gujarat Board Education,Anita Sharma,ENG,English Medium,UNI_UG_CSE_Y3,B.Tech Computer Science (AI/ML) - Y3,ENG,ARCH_DSN,Architectural Design,"Generated Custom Certificate activity with modern A4 landscape PDF, certificate ID and QR verification for fallback grade scopes."
2026-2027,DPS-GSEB-ENG-UNI_UG_CSE_Y4-ENG-DSA-2026,DPS-GSEB-ENG-UNI_UG_CSE_Y4-ENG-DSA-26,1,certificate,STANDARD_COURSE_COMPLETION_CERT,1,course_completion,100,40,0,,1,DRONA_MODERN_COURSE_COMPLETION,Drona Modern Course Completion Certificate,customcert,course_completion_certificate,Download Course Completion Certificate,15,Certificate & Completion,D,1,0,0,final_project_portfolio,{COURSE_SHORT_NAME}-{FIRST_NAME}-{LAST_NAME}-{ISSUE_DATE},#0B4F71,#F2B705,#E51B23,Drona Public School,Gujarat Board Education,Anita Sharma,ENG,English Medium,UNI_UG_CSE_Y4,B.Tech Computer Science (AI/ML) - Y4,ENG,DSA,Data Structures & Algorithms,"Generated Custom Certificate activity with modern A4 landscape PDF, certificate ID and QR verification for fallback grade scopes."
2026-2027,DPS-GSEB-ENG-UNI_UG_CSE_Y4-ENG-DBMS-2026,DPS-GSEB-ENG-UNI_UG_CSE_Y4-ENG-DBMS-26,1,certificate,STANDARD_COURSE_COMPLETION_CERT,1,course_completion,100,40,0,,1,DRONA_MODERN_COURSE_COMPLETION,Drona Modern Course Completion Certificate,customcert,course_completion_certificate,Download Course Completion Certificate,15,Certificate & Completion,D,1,0,0,final_project_portfolio,{COURSE_SHORT_NAME}-{FIRST_NAME}-{LAST_NAME}-{ISSUE_DATE},#0B4F71,#F2B705,#E51B23,Drona Public School,Gujarat Board Education,Anita Sharma,ENG,English Medium,UNI_UG_CSE_Y4,B.Tech Computer Science (AI/ML) - Y4,ENG,DBMS,Database Management Systems,"Generated Custom Certificate activity with modern A4 landscape PDF, certificate ID and QR verification for fallback grade scopes."
2026-2027,DPS-GSEB-ENG-UNI_UG_CSE_Y4-ENG-OS-2026,DPS-GSEB-ENG-UNI_UG_CSE_Y4-ENG-OS-26,1,certificate,STANDARD_COURSE_COMPLETION_CERT,1,course_completion,100,40,0,,1,DRONA_MODERN_COURSE_COMPLETION,Drona Modern Course Completion Certificate,customcert,course_completion_certificate,Download Course Completion Certificate,15,Certificate & Completion,D,1,0,0,final_project_portfolio,{COURSE_SHORT_NAME}-{FIRST_NAME}-{LAST_NAME}-{ISSUE_DATE},#0B4F71,#F2B705,#E51B23,Drona Public School,Gujarat Board Education,Anita Sharma,ENG,English Medium,UNI_UG_CSE_Y4,B.Tech Computer Science (AI/ML) - Y4,ENG,OS,Operating Systems,"Generated Custom Certificate activity with modern A4 landscape PDF, certificate ID and QR verification for fallback grade scopes."
2026-2027,DPS-GSEB-ENG-UNI_UG_CSE_Y4-ENG-CN-2026,DPS-GSEB-ENG-UNI_UG_CSE_Y4-ENG-CN-26,1,certificate,STANDARD_COURSE_COMPLETION_CERT,1,course_completion,100,40,0,,1,DRONA_MODERN_COURSE_COMPLETION,Drona Modern Course Completion Certificate,customcert,course_completion_certificate,Download Course Completion Certificate,15,Certificate & Completion,D,1,0,0,final_project_portfolio,{COURSE_SHORT_NAME}-{FIRST_NAME}-{LAST_NAME}-{ISSUE_DATE},#0B4F71,#F2B705,#E51B23,Drona Public School,Gujarat Board Education,Anita Sharma,ENG,English Medium,UNI_UG_CSE_Y4,B.Tech Computer Science (AI/ML) - Y4,ENG,CN,Computer Networks,"Generated Custom Certificate activity with modern A4 landscape PDF, certificate ID and QR verification for fallback grade scopes."
2026-2027,DPS-GSEB-ENG-UNI_UG_CSE_Y4-ENG-AI_ML-2026,DPS-GSEB-ENG-UNI_UG_CSE_Y4-ENG-AI_ML-26,1,certificate,STANDARD_COURSE_COMPLETION_CERT,1,course_completion,100,40,0,,1,DRONA_MODERN_COURSE_COMPLETION,Drona Modern Course Completion Certificate,customcert,course_completion_certificate,Download Course Completion Certificate,15,Certificate & Completion,D,1,0,0,final_project_portfolio,{COURSE_SHORT_NAME}-{FIRST_NAME}-{LAST_NAME}-{ISSUE_DATE},#0B4F71,#F2B705,#E51B23,Drona Public School,Gujarat Board Education,Anita Sharma,ENG,English Medium,UNI_UG_CSE_Y4,B.Tech Computer Science (AI/ML) - Y4,ENG,AI_ML,Artificial Intelligence & ML,"Generated Custom Certificate activity with modern A4 landscape PDF, certificate ID and QR verification for fallback grade scopes."
2026-2027,DPS-GSEB-ENG-UNI_UG_CSE_Y4-ENG-SWE-2026,DPS-GSEB-ENG-UNI_UG_CSE_Y4-ENG-SWE-26,1,certificate,STANDARD_COURSE_COMPLETION_CERT,1,course_completion,100,40,0,,1,DRONA_MODERN_COURSE_COMPLETION,Drona Modern Course Completion Certificate,customcert,course_completion_certificate,Download Course Completion Certificate,15,Certificate & Completion,D,1,0,0,final_project_portfolio,{COURSE_SHORT_NAME}-{FIRST_NAME}-{LAST_NAME}-{ISSUE_DATE},#0B4F71,#F2B705,#E51B23,Drona Public School,Gujarat Board Education,Anita Sharma,ENG,English Medium,UNI_UG_CSE_Y4,B.Tech Computer Science (AI/ML) - Y4,ENG,SWE,Software Engineering,"Generated Custom Certificate activity with modern A4 landscape PDF, certificate ID and QR verification for fallback grade scopes."
