username,cohort_code,role
dps.stu.02711,DPS-2026-GSEB-GUJ-STD08-GEN-D,student
dps.stu.02712,DPS-2026-GSEB-GUJ-STD08-GEN-D,student
dps.stu.02713,DPS-2026-GSEB-GUJ-STD08-GEN-D,student
dps.stu.02714,DPS-2026-GSEB-GUJ-STD08-GEN-D,student
dps.stu.02715,DPS-2026-GSEB-GUJ-STD08-GEN-D,student
dps.stu.02716,DPS-2026-GSEB-GUJ-STD08-GEN-D,student
dps.stu.02717,DPS-2026-GSEB-GUJ-STD08-GEN-D,student
dps.stu.02718,DPS-2026-GSEB-GUJ-STD08-GEN-D,student
dps.stu.02719,DPS-2026-GSEB-GUJ-STD08-GEN-D,student
dps.stu.02720,DPS-2026-GSEB-GUJ-STD08-GEN-D,student
dps.stu.02721,DPS-2026-GSEB-ENG-STD08-GEN-D,student
dps.stu.02722,DPS-2026-GSEB-ENG-STD08-GEN-D,student
dps.stu.02723,DPS-2026-GSEB-ENG-STD08-GEN-D,student
dps.stu.02724,DPS-2026-GSEB-ENG-STD08-GEN-D,student
dps.stu.02725,DPS-2026-GSEB-ENG-STD08-GEN-D,student
dps.stu.02726,DPS-2026-GSEB-ENG-STD08-GEN-D,student
dps.stu.02727,DPS-2026-GSEB-ENG-STD08-GEN-D,student
dps.stu.02728,DPS-2026-GSEB-ENG-STD08-GEN-D,student
dps.stu.02729,DPS-2026-GSEB-ENG-STD08-GEN-D,student
dps.stu.02730,DPS-2026-GSEB-ENG-STD08-GEN-D,student
dps.stu.02731,DPS-2026-GSEB-ENG-STD08-GEN-D,student
dps.stu.02732,DPS-2026-GSEB-ENG-STD08-GEN-D,student
dps.stu.02733,DPS-2026-GSEB-ENG-STD08-GEN-D,student
dps.stu.02734,DPS-2026-GSEB-ENG-STD08-GEN-D,student
dps.stu.02735,DPS-2026-GSEB-ENG-STD08-GEN-D,student
dps.stu.02736,DPS-2026-GSEB-ENG-STD08-GEN-D,student
dps.stu.02737,DPS-2026-GSEB-ENG-STD08-GEN-D,student
dps.stu.02738,DPS-2026-GSEB-ENG-STD08-GEN-D,student
dps.stu.02739,DPS-2026-GSEB-ENG-STD08-GEN-D,student
dps.stu.02740,DPS-2026-GSEB-ENG-STD08-GEN-D,student
dps.stu.02741,DPS-2026-GSEB-HIN-STD08-GEN-D,student
dps.stu.02742,DPS-2026-GSEB-HIN-STD08-GEN-D,student
dps.stu.02743,DPS-2026-GSEB-HIN-STD08-GEN-D,student
dps.stu.02744,DPS-2026-GSEB-HIN-STD08-GEN-D,student
dps.stu.02745,DPS-2026-GSEB-HIN-STD08-GEN-D,student
dps.stu.02746,DPS-2026-GSEB-HIN-STD08-GEN-D,student
dps.stu.02747,DPS-2026-GSEB-HIN-STD08-GEN-D,student
dps.stu.02748,DPS-2026-GSEB-HIN-STD08-GEN-D,student
dps.stu.02749,DPS-2026-GSEB-HIN-STD08-GEN-D,student
dps.stu.02750,DPS-2026-GSEB-HIN-STD08-GEN-D,student
dps.stu.02751,DPS-2026-GSEB-HIN-STD08-GEN-D,student
dps.stu.02752,DPS-2026-GSEB-HIN-STD08-GEN-D,student
dps.stu.02753,DPS-2026-GSEB-HIN-STD08-GEN-D,student
dps.stu.02754,DPS-2026-GSEB-HIN-STD08-GEN-D,student
dps.stu.02755,DPS-2026-GSEB-HIN-STD08-GEN-D,student
dps.stu.02756,DPS-2026-GSEB-HIN-STD08-GEN-D,student
dps.stu.02757,DPS-2026-GSEB-HIN-STD08-GEN-D,student
dps.stu.02758,DPS-2026-GSEB-HIN-STD08-GEN-D,student
dps.stu.02759,DPS-2026-GSEB-HIN-STD08-GEN-D,student
dps.stu.02760,DPS-2026-GSEB-HIN-STD08-GEN-D,student
dps.stu.02761,DPS-2026-GSEB-GUJ-STD08-GEN-E,student
dps.stu.02762,DPS-2026-GSEB-GUJ-STD08-GEN-E,student
dps.stu.02763,DPS-2026-GSEB-GUJ-STD08-GEN-E,student
dps.stu.02764,DPS-2026-GSEB-GUJ-STD08-GEN-E,student
dps.stu.02765,DPS-2026-GSEB-GUJ-STD08-GEN-E,student
dps.stu.02766,DPS-2026-GSEB-GUJ-STD08-GEN-E,student
dps.stu.02767,DPS-2026-GSEB-GUJ-STD08-GEN-E,student
dps.stu.02768,DPS-2026-GSEB-GUJ-STD08-GEN-E,student
dps.stu.02769,DPS-2026-GSEB-GUJ-STD08-GEN-E,student
dps.stu.02770,DPS-2026-GSEB-GUJ-STD08-GEN-E,student
dps.stu.02771,DPS-2026-GSEB-GUJ-STD08-GEN-E,student
dps.stu.02772,DPS-2026-GSEB-GUJ-STD08-GEN-E,student
dps.stu.02773,DPS-2026-GSEB-GUJ-STD08-GEN-E,student
dps.stu.02774,DPS-2026-GSEB-GUJ-STD08-GEN-E,student
dps.stu.02775,DPS-2026-GSEB-GUJ-STD08-GEN-E,student
dps.stu.02776,DPS-2026-GSEB-GUJ-STD08-GEN-E,student
dps.stu.02777,DPS-2026-GSEB-GUJ-STD08-GEN-E,student
dps.stu.02778,DPS-2026-GSEB-GUJ-STD08-GEN-E,student
dps.stu.02779,DPS-2026-GSEB-GUJ-STD08-GEN-E,student
dps.stu.02780,DPS-2026-GSEB-GUJ-STD08-GEN-E,student
dps.stu.02781,DPS-2026-GSEB-ENG-STD08-GEN-E,student
dps.stu.02782,DPS-2026-GSEB-ENG-STD08-GEN-E,student
dps.stu.02783,DPS-2026-GSEB-ENG-STD08-GEN-E,student
dps.stu.02784,DPS-2026-GSEB-ENG-STD08-GEN-E,student
dps.stu.02785,DPS-2026-GSEB-ENG-STD08-GEN-E,student
dps.stu.02786,DPS-2026-GSEB-ENG-STD08-GEN-E,student
dps.stu.02787,DPS-2026-GSEB-ENG-STD08-GEN-E,student
dps.stu.02788,DPS-2026-GSEB-ENG-STD08-GEN-E,student
dps.stu.02789,DPS-2026-GSEB-ENG-STD08-GEN-E,student
dps.stu.02790,DPS-2026-GSEB-ENG-STD08-GEN-E,student
dps.stu.02791,DPS-2026-GSEB-ENG-STD08-GEN-E,student
dps.stu.02792,DPS-2026-GSEB-ENG-STD08-GEN-E,student
dps.stu.02793,DPS-2026-GSEB-ENG-STD08-GEN-E,student
dps.stu.02794,DPS-2026-GSEB-ENG-STD08-GEN-E,student
dps.stu.02795,DPS-2026-GSEB-ENG-STD08-GEN-E,student
dps.stu.02796,DPS-2026-GSEB-ENG-STD08-GEN-E,student
dps.stu.02797,DPS-2026-GSEB-ENG-STD08-GEN-E,student
dps.stu.02798,DPS-2026-GSEB-ENG-STD08-GEN-E,student
dps.stu.02799,DPS-2026-GSEB-ENG-STD08-GEN-E,student
dps.stu.02800,DPS-2026-GSEB-ENG-STD08-GEN-E,student
dps.stu.02801,DPS-2026-GSEB-HIN-STD08-GEN-E,student
dps.stu.02802,DPS-2026-GSEB-HIN-STD08-GEN-E,student
dps.stu.02803,DPS-2026-GSEB-HIN-STD08-GEN-E,student
dps.stu.02804,DPS-2026-GSEB-HIN-STD08-GEN-E,student
dps.stu.02805,DPS-2026-GSEB-HIN-STD08-GEN-E,student
dps.stu.02806,DPS-2026-GSEB-HIN-STD08-GEN-E,student
dps.stu.02807,DPS-2026-GSEB-HIN-STD08-GEN-E,student
dps.stu.02808,DPS-2026-GSEB-HIN-STD08-GEN-E,student
dps.stu.02809,DPS-2026-GSEB-HIN-STD08-GEN-E,student
dps.stu.02810,DPS-2026-GSEB-HIN-STD08-GEN-E,student
dps.stu.02811,DPS-2026-GSEB-HIN-STD08-GEN-E,student
dps.stu.02812,DPS-2026-GSEB-HIN-STD08-GEN-E,student
dps.stu.02813,DPS-2026-GSEB-HIN-STD08-GEN-E,student
dps.stu.02814,DPS-2026-GSEB-HIN-STD08-GEN-E,student
dps.stu.02815,DPS-2026-GSEB-HIN-STD08-GEN-E,student
dps.stu.02816,DPS-2026-GSEB-HIN-STD08-GEN-E,student
dps.stu.02817,DPS-2026-GSEB-HIN-STD08-GEN-E,student
dps.stu.02818,DPS-2026-GSEB-HIN-STD08-GEN-E,student
dps.stu.02819,DPS-2026-GSEB-HIN-STD08-GEN-E,student
dps.stu.02820,DPS-2026-GSEB-HIN-STD08-GEN-E,student
dps.stu.02821,DPS-2026-GSEB-GUJ-STD08-GEN-F,student
dps.stu.02822,DPS-2026-GSEB-GUJ-STD08-GEN-F,student
dps.stu.02823,DPS-2026-GSEB-GUJ-STD08-GEN-F,student
dps.stu.02824,DPS-2026-GSEB-GUJ-STD08-GEN-F,student
dps.stu.02825,DPS-2026-GSEB-GUJ-STD08-GEN-F,student
dps.stu.02826,DPS-2026-GSEB-GUJ-STD08-GEN-F,student
dps.stu.02827,DPS-2026-GSEB-GUJ-STD08-GEN-F,student
dps.stu.02828,DPS-2026-GSEB-GUJ-STD08-GEN-F,student
dps.stu.02829,DPS-2026-GSEB-GUJ-STD08-GEN-F,student
dps.stu.02830,DPS-2026-GSEB-GUJ-STD08-GEN-F,student
dps.stu.02831,DPS-2026-GSEB-GUJ-STD08-GEN-F,student
dps.stu.02832,DPS-2026-GSEB-GUJ-STD08-GEN-F,student
dps.stu.02833,DPS-2026-GSEB-GUJ-STD08-GEN-F,student
dps.stu.02834,DPS-2026-GSEB-GUJ-STD08-GEN-F,student
dps.stu.02835,DPS-2026-GSEB-GUJ-STD08-GEN-F,student
dps.stu.02836,DPS-2026-GSEB-GUJ-STD08-GEN-F,student
dps.stu.02837,DPS-2026-GSEB-GUJ-STD08-GEN-F,student
dps.stu.02838,DPS-2026-GSEB-GUJ-STD08-GEN-F,student
dps.stu.02839,DPS-2026-GSEB-GUJ-STD08-GEN-F,student
dps.stu.02840,DPS-2026-GSEB-GUJ-STD08-GEN-F,student
dps.stu.02841,DPS-2026-GSEB-ENG-STD08-GEN-F,student
dps.stu.02842,DPS-2026-GSEB-ENG-STD08-GEN-F,student
dps.stu.02843,DPS-2026-GSEB-ENG-STD08-GEN-F,student
dps.stu.02844,DPS-2026-GSEB-ENG-STD08-GEN-F,student
dps.stu.02845,DPS-2026-GSEB-ENG-STD08-GEN-F,student
dps.stu.02846,DPS-2026-GSEB-ENG-STD08-GEN-F,student
dps.stu.02847,DPS-2026-GSEB-ENG-STD08-GEN-F,student
dps.stu.02848,DPS-2026-GSEB-ENG-STD08-GEN-F,student
dps.stu.02849,DPS-2026-GSEB-ENG-STD08-GEN-F,student
dps.stu.02850,DPS-2026-GSEB-ENG-STD08-GEN-F,student
dps.stu.02851,DPS-2026-GSEB-ENG-STD08-GEN-F,student
dps.stu.02852,DPS-2026-GSEB-ENG-STD08-GEN-F,student
dps.stu.02853,DPS-2026-GSEB-ENG-STD08-GEN-F,student
dps.stu.02854,DPS-2026-GSEB-ENG-STD08-GEN-F,student
dps.stu.02855,DPS-2026-GSEB-ENG-STD08-GEN-F,student
dps.stu.02856,DPS-2026-GSEB-ENG-STD08-GEN-F,student
dps.stu.02857,DPS-2026-GSEB-ENG-STD08-GEN-F,student
dps.stu.02858,DPS-2026-GSEB-ENG-STD08-GEN-F,student
dps.stu.02859,DPS-2026-GSEB-ENG-STD08-GEN-F,student
dps.stu.02860,DPS-2026-GSEB-ENG-STD08-GEN-F,student
dps.stu.02861,DPS-2026-GSEB-HIN-STD08-GEN-F,student
dps.stu.02862,DPS-2026-GSEB-HIN-STD08-GEN-F,student
dps.stu.02863,DPS-2026-GSEB-HIN-STD08-GEN-F,student
dps.stu.02864,DPS-2026-GSEB-HIN-STD08-GEN-F,student
dps.stu.02865,DPS-2026-GSEB-HIN-STD08-GEN-F,student
dps.stu.02866,DPS-2026-GSEB-HIN-STD08-GEN-F,student
dps.stu.02867,DPS-2026-GSEB-HIN-STD08-GEN-F,student
dps.stu.02868,DPS-2026-GSEB-HIN-STD08-GEN-F,student
dps.stu.02869,DPS-2026-GSEB-HIN-STD08-GEN-F,student
dps.stu.02870,DPS-2026-GSEB-HIN-STD08-GEN-F,student
dps.stu.02871,DPS-2026-GSEB-HIN-STD08-GEN-F,student
dps.stu.02872,DPS-2026-GSEB-HIN-STD08-GEN-F,student
dps.stu.02873,DPS-2026-GSEB-HIN-STD08-GEN-F,student
dps.stu.02874,DPS-2026-GSEB-HIN-STD08-GEN-F,student
dps.stu.02875,DPS-2026-GSEB-HIN-STD08-GEN-F,student
dps.stu.02876,DPS-2026-GSEB-HIN-STD08-GEN-F,student
dps.stu.02877,DPS-2026-GSEB-HIN-STD08-GEN-F,student
dps.stu.02878,DPS-2026-GSEB-HIN-STD08-GEN-F,student
dps.stu.02879,DPS-2026-GSEB-HIN-STD08-GEN-F,student
dps.stu.02880,DPS-2026-GSEB-HIN-STD08-GEN-F,student
dps.stu.02881,DPS-2026-GSEB-GUJ-STD09-GEN-A,student
dps.stu.02882,DPS-2026-GSEB-GUJ-STD09-GEN-A,student
dps.stu.02883,DPS-2026-GSEB-GUJ-STD09-GEN-A,student
dps.stu.02884,DPS-2026-GSEB-GUJ-STD09-GEN-A,student
dps.stu.02885,DPS-2026-GSEB-GUJ-STD09-GEN-A,student
dps.stu.02886,DPS-2026-GSEB-GUJ-STD09-GEN-A,student
dps.stu.02887,DPS-2026-GSEB-GUJ-STD09-GEN-A,student
dps.stu.02888,DPS-2026-GSEB-GUJ-STD09-GEN-A,student
dps.stu.02889,DPS-2026-GSEB-GUJ-STD09-GEN-A,student
dps.stu.02890,DPS-2026-GSEB-GUJ-STD09-GEN-A,student
dps.stu.02891,DPS-2026-GSEB-GUJ-STD09-GEN-A,student
dps.stu.02892,DPS-2026-GSEB-GUJ-STD09-GEN-A,student
dps.stu.02893,DPS-2026-GSEB-GUJ-STD09-GEN-A,student
dps.stu.02894,DPS-2026-GSEB-GUJ-STD09-GEN-A,student
dps.stu.02895,DPS-2026-GSEB-GUJ-STD09-GEN-A,student
dps.stu.02896,DPS-2026-GSEB-GUJ-STD09-GEN-A,student
dps.stu.02897,DPS-2026-GSEB-GUJ-STD09-GEN-A,student
dps.stu.02898,DPS-2026-GSEB-GUJ-STD09-GEN-A,student
dps.stu.02899,DPS-2026-GSEB-GUJ-STD09-GEN-A,student
dps.stu.02900,DPS-2026-GSEB-GUJ-STD09-GEN-A,student
dps.stu.02901,DPS-2026-GSEB-ENG-STD09-GEN-A,student
dps.stu.02902,DPS-2026-GSEB-ENG-STD09-GEN-A,student
dps.stu.02903,DPS-2026-GSEB-ENG-STD09-GEN-A,student
dps.stu.02904,DPS-2026-GSEB-ENG-STD09-GEN-A,student
dps.stu.02905,DPS-2026-GSEB-ENG-STD09-GEN-A,student
dps.stu.02906,DPS-2026-GSEB-ENG-STD09-GEN-A,student
dps.stu.02907,DPS-2026-GSEB-ENG-STD09-GEN-A,student
dps.stu.02908,DPS-2026-GSEB-ENG-STD09-GEN-A,student
dps.stu.02909,DPS-2026-GSEB-ENG-STD09-GEN-A,student
dps.stu.02910,DPS-2026-GSEB-ENG-STD09-GEN-A,student
dps.stu.02911,DPS-2026-GSEB-ENG-STD09-GEN-A,student
dps.stu.02912,DPS-2026-GSEB-ENG-STD09-GEN-A,student
dps.stu.02913,DPS-2026-GSEB-ENG-STD09-GEN-A,student
dps.stu.02914,DPS-2026-GSEB-ENG-STD09-GEN-A,student
dps.stu.02915,DPS-2026-GSEB-ENG-STD09-GEN-A,student
dps.stu.02916,DPS-2026-GSEB-ENG-STD09-GEN-A,student
dps.stu.02917,DPS-2026-GSEB-ENG-STD09-GEN-A,student
dps.stu.02918,DPS-2026-GSEB-ENG-STD09-GEN-A,student
dps.stu.02919,DPS-2026-GSEB-ENG-STD09-GEN-A,student
dps.stu.02920,DPS-2026-GSEB-ENG-STD09-GEN-A,student
dps.stu.02921,DPS-2026-GSEB-HIN-STD09-GEN-A,student
dps.stu.02922,DPS-2026-GSEB-HIN-STD09-GEN-A,student
dps.stu.02923,DPS-2026-GSEB-HIN-STD09-GEN-A,student
dps.stu.02924,DPS-2026-GSEB-HIN-STD09-GEN-A,student
dps.stu.02925,DPS-2026-GSEB-HIN-STD09-GEN-A,student
dps.stu.02926,DPS-2026-GSEB-HIN-STD09-GEN-A,student
dps.stu.02927,DPS-2026-GSEB-HIN-STD09-GEN-A,student
dps.stu.02928,DPS-2026-GSEB-HIN-STD09-GEN-A,student
dps.stu.02929,DPS-2026-GSEB-HIN-STD09-GEN-A,student
dps.stu.02930,DPS-2026-GSEB-HIN-STD09-GEN-A,student
dps.stu.02931,DPS-2026-GSEB-HIN-STD09-GEN-A,student
dps.stu.02932,DPS-2026-GSEB-HIN-STD09-GEN-A,student
dps.stu.02933,DPS-2026-GSEB-HIN-STD09-GEN-A,student
dps.stu.02934,DPS-2026-GSEB-HIN-STD09-GEN-A,student
dps.stu.02935,DPS-2026-GSEB-HIN-STD09-GEN-A,student
dps.stu.02936,DPS-2026-GSEB-HIN-STD09-GEN-A,student
dps.stu.02937,DPS-2026-GSEB-HIN-STD09-GEN-A,student
dps.stu.02938,DPS-2026-GSEB-HIN-STD09-GEN-A,student
dps.stu.02939,DPS-2026-GSEB-HIN-STD09-GEN-A,student
dps.stu.02940,DPS-2026-GSEB-HIN-STD09-GEN-A,student
dps.stu.02941,DPS-2026-GSEB-GUJ-STD09-GEN-B,student
dps.stu.02942,DPS-2026-GSEB-GUJ-STD09-GEN-B,student
dps.stu.02943,DPS-2026-GSEB-GUJ-STD09-GEN-B,student
dps.stu.02944,DPS-2026-GSEB-GUJ-STD09-GEN-B,student
dps.stu.02945,DPS-2026-GSEB-GUJ-STD09-GEN-B,student
dps.stu.02946,DPS-2026-GSEB-GUJ-STD09-GEN-B,student
dps.stu.02947,DPS-2026-GSEB-GUJ-STD09-GEN-B,student
dps.stu.02948,DPS-2026-GSEB-GUJ-STD09-GEN-B,student
dps.stu.02949,DPS-2026-GSEB-GUJ-STD09-GEN-B,student
dps.stu.02950,DPS-2026-GSEB-GUJ-STD09-GEN-B,student
dps.stu.02951,DPS-2026-GSEB-GUJ-STD09-GEN-B,student
dps.stu.02952,DPS-2026-GSEB-GUJ-STD09-GEN-B,student
dps.stu.02953,DPS-2026-GSEB-GUJ-STD09-GEN-B,student
dps.stu.02954,DPS-2026-GSEB-GUJ-STD09-GEN-B,student
dps.stu.02955,DPS-2026-GSEB-GUJ-STD09-GEN-B,student
dps.stu.02956,DPS-2026-GSEB-GUJ-STD09-GEN-B,student
dps.stu.02957,DPS-2026-GSEB-GUJ-STD09-GEN-B,student
dps.stu.02958,DPS-2026-GSEB-GUJ-STD09-GEN-B,student
dps.stu.02959,DPS-2026-GSEB-GUJ-STD09-GEN-B,student
dps.stu.02960,DPS-2026-GSEB-GUJ-STD09-GEN-B,student
dps.stu.02961,DPS-2026-GSEB-ENG-STD09-GEN-B,student
dps.stu.02962,DPS-2026-GSEB-ENG-STD09-GEN-B,student
dps.stu.02963,DPS-2026-GSEB-ENG-STD09-GEN-B,student
dps.stu.02964,DPS-2026-GSEB-ENG-STD09-GEN-B,student
dps.stu.02965,DPS-2026-GSEB-ENG-STD09-GEN-B,student
dps.stu.02966,DPS-2026-GSEB-ENG-STD09-GEN-B,student
dps.stu.02967,DPS-2026-GSEB-ENG-STD09-GEN-B,student
dps.stu.02968,DPS-2026-GSEB-ENG-STD09-GEN-B,student
dps.stu.02969,DPS-2026-GSEB-ENG-STD09-GEN-B,student
dps.stu.02970,DPS-2026-GSEB-ENG-STD09-GEN-B,student
dps.stu.02971,DPS-2026-GSEB-ENG-STD09-GEN-B,student
dps.stu.02972,DPS-2026-GSEB-ENG-STD09-GEN-B,student
dps.stu.02973,DPS-2026-GSEB-ENG-STD09-GEN-B,student
dps.stu.02974,DPS-2026-GSEB-ENG-STD09-GEN-B,student
dps.stu.02975,DPS-2026-GSEB-ENG-STD09-GEN-B,student
dps.stu.02976,DPS-2026-GSEB-ENG-STD09-GEN-B,student
dps.stu.02977,DPS-2026-GSEB-ENG-STD09-GEN-B,student
dps.stu.02978,DPS-2026-GSEB-ENG-STD09-GEN-B,student
dps.stu.02979,DPS-2026-GSEB-ENG-STD09-GEN-B,student
dps.stu.02980,DPS-2026-GSEB-ENG-STD09-GEN-B,student
dps.stu.02981,DPS-2026-GSEB-HIN-STD09-GEN-B,student
dps.stu.02982,DPS-2026-GSEB-HIN-STD09-GEN-B,student
dps.stu.02983,DPS-2026-GSEB-HIN-STD09-GEN-B,student
dps.stu.02984,DPS-2026-GSEB-HIN-STD09-GEN-B,student
dps.stu.02985,DPS-2026-GSEB-HIN-STD09-GEN-B,student
dps.stu.02986,DPS-2026-GSEB-HIN-STD09-GEN-B,student
dps.stu.02987,DPS-2026-GSEB-HIN-STD09-GEN-B,student
dps.stu.02988,DPS-2026-GSEB-HIN-STD09-GEN-B,student
dps.stu.02989,DPS-2026-GSEB-HIN-STD09-GEN-B,student
dps.stu.02990,DPS-2026-GSEB-HIN-STD09-GEN-B,student
dps.stu.02991,DPS-2026-GSEB-HIN-STD09-GEN-B,student
dps.stu.02992,DPS-2026-GSEB-HIN-STD09-GEN-B,student
dps.stu.02993,DPS-2026-GSEB-HIN-STD09-GEN-B,student
dps.stu.02994,DPS-2026-GSEB-HIN-STD09-GEN-B,student
dps.stu.02995,DPS-2026-GSEB-HIN-STD09-GEN-B,student
dps.stu.02996,DPS-2026-GSEB-HIN-STD09-GEN-B,student
dps.stu.02997,DPS-2026-GSEB-HIN-STD09-GEN-B,student
dps.stu.02998,DPS-2026-GSEB-HIN-STD09-GEN-B,student
dps.stu.02999,DPS-2026-GSEB-HIN-STD09-GEN-B,student
dps.stu.03000,DPS-2026-GSEB-HIN-STD09-GEN-B,student
dps.stu.03001,DPS-2026-GSEB-GUJ-STD09-GEN-C,student
dps.stu.03002,DPS-2026-GSEB-GUJ-STD09-GEN-C,student
dps.stu.03003,DPS-2026-GSEB-GUJ-STD09-GEN-C,student
dps.stu.03004,DPS-2026-GSEB-GUJ-STD09-GEN-C,student
dps.stu.03005,DPS-2026-GSEB-GUJ-STD09-GEN-C,student
dps.stu.03006,DPS-2026-GSEB-GUJ-STD09-GEN-C,student
dps.stu.03007,DPS-2026-GSEB-GUJ-STD09-GEN-C,student
dps.stu.03008,DPS-2026-GSEB-GUJ-STD09-GEN-C,student
dps.stu.03009,DPS-2026-GSEB-GUJ-STD09-GEN-C,student
dps.stu.03010,DPS-2026-GSEB-GUJ-STD09-GEN-C,student
dps.stu.03011,DPS-2026-GSEB-GUJ-STD09-GEN-C,student
dps.stu.03012,DPS-2026-GSEB-GUJ-STD09-GEN-C,student
dps.stu.03013,DPS-2026-GSEB-GUJ-STD09-GEN-C,student
dps.stu.03014,DPS-2026-GSEB-GUJ-STD09-GEN-C,student
dps.stu.03015,DPS-2026-GSEB-GUJ-STD09-GEN-C,student
dps.stu.03016,DPS-2026-GSEB-GUJ-STD09-GEN-C,student
dps.stu.03017,DPS-2026-GSEB-GUJ-STD09-GEN-C,student
dps.stu.03018,DPS-2026-GSEB-GUJ-STD09-GEN-C,student
dps.stu.03019,DPS-2026-GSEB-GUJ-STD09-GEN-C,student
dps.stu.03020,DPS-2026-GSEB-GUJ-STD09-GEN-C,student
dps.stu.03021,DPS-2026-GSEB-ENG-STD09-GEN-C,student
dps.stu.03022,DPS-2026-GSEB-ENG-STD09-GEN-C,student
dps.stu.03023,DPS-2026-GSEB-ENG-STD09-GEN-C,student
dps.stu.03024,DPS-2026-GSEB-ENG-STD09-GEN-C,student
dps.stu.03025,DPS-2026-GSEB-ENG-STD09-GEN-C,student
dps.stu.03026,DPS-2026-GSEB-ENG-STD09-GEN-C,student
dps.stu.03027,DPS-2026-GSEB-ENG-STD09-GEN-C,student
dps.stu.03028,DPS-2026-GSEB-ENG-STD09-GEN-C,student
dps.stu.03029,DPS-2026-GSEB-ENG-STD09-GEN-C,student
dps.stu.03030,DPS-2026-GSEB-ENG-STD09-GEN-C,student
dps.stu.03031,DPS-2026-GSEB-ENG-STD09-GEN-C,student
dps.stu.03032,DPS-2026-GSEB-ENG-STD09-GEN-C,student
dps.stu.03033,DPS-2026-GSEB-ENG-STD09-GEN-C,student
dps.stu.03034,DPS-2026-GSEB-ENG-STD09-GEN-C,student
dps.stu.03035,DPS-2026-GSEB-ENG-STD09-GEN-C,student
dps.stu.03036,DPS-2026-GSEB-ENG-STD09-GEN-C,student
dps.stu.03037,DPS-2026-GSEB-ENG-STD09-GEN-C,student
dps.stu.03038,DPS-2026-GSEB-ENG-STD09-GEN-C,student
dps.stu.03039,DPS-2026-GSEB-ENG-STD09-GEN-C,student
dps.stu.03040,DPS-2026-GSEB-ENG-STD09-GEN-C,student
dps.stu.03041,DPS-2026-GSEB-HIN-STD09-GEN-C,student
dps.stu.03042,DPS-2026-GSEB-HIN-STD09-GEN-C,student
dps.stu.03043,DPS-2026-GSEB-HIN-STD09-GEN-C,student
dps.stu.03044,DPS-2026-GSEB-HIN-STD09-GEN-C,student
dps.stu.03045,DPS-2026-GSEB-HIN-STD09-GEN-C,student
dps.stu.03046,DPS-2026-GSEB-HIN-STD09-GEN-C,student
dps.stu.03047,DPS-2026-GSEB-HIN-STD09-GEN-C,student
dps.stu.03048,DPS-2026-GSEB-HIN-STD09-GEN-C,student
dps.stu.03049,DPS-2026-GSEB-HIN-STD09-GEN-C,student
dps.stu.03050,DPS-2026-GSEB-HIN-STD09-GEN-C,student
dps.stu.03051,DPS-2026-GSEB-HIN-STD09-GEN-C,student
dps.stu.03052,DPS-2026-GSEB-HIN-STD09-GEN-C,student
dps.stu.03053,DPS-2026-GSEB-HIN-STD09-GEN-C,student
dps.stu.03054,DPS-2026-GSEB-HIN-STD09-GEN-C,student
dps.stu.03055,DPS-2026-GSEB-HIN-STD09-GEN-C,student
dps.stu.03056,DPS-2026-GSEB-HIN-STD09-GEN-C,student
dps.stu.03057,DPS-2026-GSEB-HIN-STD09-GEN-C,student
dps.stu.03058,DPS-2026-GSEB-HIN-STD09-GEN-C,student
dps.stu.03059,DPS-2026-GSEB-HIN-STD09-GEN-C,student
dps.stu.03060,DPS-2026-GSEB-HIN-STD09-GEN-C,student
dps.stu.03061,DPS-2026-GSEB-GUJ-STD09-GEN-D,student
dps.stu.03062,DPS-2026-GSEB-GUJ-STD09-GEN-D,student
dps.stu.03063,DPS-2026-GSEB-GUJ-STD09-GEN-D,student
dps.stu.03064,DPS-2026-GSEB-GUJ-STD09-GEN-D,student
dps.stu.03065,DPS-2026-GSEB-GUJ-STD09-GEN-D,student
dps.stu.03066,DPS-2026-GSEB-GUJ-STD09-GEN-D,student
dps.stu.03067,DPS-2026-GSEB-GUJ-STD09-GEN-D,student
dps.stu.03068,DPS-2026-GSEB-GUJ-STD09-GEN-D,student
dps.stu.03069,DPS-2026-GSEB-GUJ-STD09-GEN-D,student
dps.stu.03070,DPS-2026-GSEB-GUJ-STD09-GEN-D,student
dps.stu.03071,DPS-2026-GSEB-GUJ-STD09-GEN-D,student
dps.stu.03072,DPS-2026-GSEB-GUJ-STD09-GEN-D,student
dps.stu.03073,DPS-2026-GSEB-GUJ-STD09-GEN-D,student
dps.stu.03074,DPS-2026-GSEB-GUJ-STD09-GEN-D,student
dps.stu.03075,DPS-2026-GSEB-GUJ-STD09-GEN-D,student
dps.stu.03076,DPS-2026-GSEB-GUJ-STD09-GEN-D,student
dps.stu.03077,DPS-2026-GSEB-GUJ-STD09-GEN-D,student
dps.stu.03078,DPS-2026-GSEB-GUJ-STD09-GEN-D,student
dps.stu.03079,DPS-2026-GSEB-GUJ-STD09-GEN-D,student
dps.stu.03080,DPS-2026-GSEB-GUJ-STD09-GEN-D,student
dps.stu.03081,DPS-2026-GSEB-ENG-STD09-GEN-D,student
dps.stu.03082,DPS-2026-GSEB-ENG-STD09-GEN-D,student
dps.stu.03083,DPS-2026-GSEB-ENG-STD09-GEN-D,student
dps.stu.03084,DPS-2026-GSEB-ENG-STD09-GEN-D,student
