academic_year,course_code,course_shortname,classwork_weight,practice_quiz_weight,assignment_weight,chapter_gate_weight,term_exam_weight,final_exam_weight,passing_percent
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y1-DES-CIRCUITS-2026,DPS-GSEB-ENG-UNI_UG_UX_Y1-DES-CIRCUITS-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y1-DES-ANAT-2026,DPS-GSEB-ENG-UNI_UG_UX_Y1-DES-ANAT-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y1-DES-PHYS-2026,DPS-GSEB-ENG-UNI_UG_UX_Y1-DES-PHYS-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y1-DES-PHARM-2026,DPS-GSEB-ENG-UNI_UG_UX_Y1-DES-PHARM-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y1-DES-PATH-2026,DPS-GSEB-ENG-UNI_UG_UX_Y1-DES-PATH-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y1-DES-COM_MED-2026,DPS-GSEB-ENG-UNI_UG_UX_Y1-DES-COM_MED-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y1-DES-LAW_CON-2026,DPS-GSEB-ENG-UNI_UG_UX_Y1-DES-LAW_CON-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y1-DES-LAW_IPC-2026,DPS-GSEB-ENG-UNI_UG_UX_Y1-DES-LAW_IPC-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y1-DES-LAW_CONTR-2026,DPS-GSEB-ENG-UNI_UG_UX_Y1-DES-LAW_CONTR-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y1-DES-JURIS-2026,DPS-GSEB-ENG-UNI_UG_UX_Y1-DES-JURIS-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y1-DES-CORP_ACC-2026,DPS-GSEB-ENG-UNI_UG_UX_Y1-DES-CORP_ACC-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y1-DES-FIN_MGT-2026,DPS-GSEB-ENG-UNI_UG_UX_Y1-DES-FIN_MGT-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y1-DES-MKT_MGT-2026,DPS-GSEB-ENG-UNI_UG_UX_Y1-DES-MKT_MGT-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y1-DES-OB-2026,DPS-GSEB-ENG-UNI_UG_UX_Y1-DES-OB-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y1-DES-UI_UX-2026,DPS-GSEB-ENG-UNI_UG_UX_Y1-DES-UI_UX-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y1-DES-TYPO-2026,DPS-GSEB-ENG-UNI_UG_UX_Y1-DES-TYPO-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y1-DES-ARCH_DSN-2026,DPS-GSEB-ENG-UNI_UG_UX_Y1-DES-ARCH_DSN-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y2-DES-DSA-2026,DPS-GSEB-ENG-UNI_UG_UX_Y2-DES-DSA-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y2-DES-DBMS-2026,DPS-GSEB-ENG-UNI_UG_UX_Y2-DES-DBMS-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y2-DES-OS-2026,DPS-GSEB-ENG-UNI_UG_UX_Y2-DES-OS-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y2-DES-CN-2026,DPS-GSEB-ENG-UNI_UG_UX_Y2-DES-CN-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y2-DES-AI_ML-2026,DPS-GSEB-ENG-UNI_UG_UX_Y2-DES-AI_ML-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y2-DES-SWE-2026,DPS-GSEB-ENG-UNI_UG_UX_Y2-DES-SWE-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y2-DES-THERMO-2026,DPS-GSEB-ENG-UNI_UG_UX_Y2-DES-THERMO-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y2-DES-CIRCUITS-2026,DPS-GSEB-ENG-UNI_UG_UX_Y2-DES-CIRCUITS-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y2-DES-ANAT-2026,DPS-GSEB-ENG-UNI_UG_UX_Y2-DES-ANAT-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y2-DES-PHYS-2026,DPS-GSEB-ENG-UNI_UG_UX_Y2-DES-PHYS-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y2-DES-PHARM-2026,DPS-GSEB-ENG-UNI_UG_UX_Y2-DES-PHARM-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y2-DES-PATH-2026,DPS-GSEB-ENG-UNI_UG_UX_Y2-DES-PATH-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y2-DES-COM_MED-2026,DPS-GSEB-ENG-UNI_UG_UX_Y2-DES-COM_MED-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y2-DES-LAW_CON-2026,DPS-GSEB-ENG-UNI_UG_UX_Y2-DES-LAW_CON-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y2-DES-LAW_IPC-2026,DPS-GSEB-ENG-UNI_UG_UX_Y2-DES-LAW_IPC-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y2-DES-LAW_CONTR-2026,DPS-GSEB-ENG-UNI_UG_UX_Y2-DES-LAW_CONTR-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y2-DES-JURIS-2026,DPS-GSEB-ENG-UNI_UG_UX_Y2-DES-JURIS-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y2-DES-CORP_ACC-2026,DPS-GSEB-ENG-UNI_UG_UX_Y2-DES-CORP_ACC-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y2-DES-FIN_MGT-2026,DPS-GSEB-ENG-UNI_UG_UX_Y2-DES-FIN_MGT-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y2-DES-MKT_MGT-2026,DPS-GSEB-ENG-UNI_UG_UX_Y2-DES-MKT_MGT-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y2-DES-OB-2026,DPS-GSEB-ENG-UNI_UG_UX_Y2-DES-OB-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y2-DES-UI_UX-2026,DPS-GSEB-ENG-UNI_UG_UX_Y2-DES-UI_UX-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y2-DES-TYPO-2026,DPS-GSEB-ENG-UNI_UG_UX_Y2-DES-TYPO-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y2-DES-ARCH_DSN-2026,DPS-GSEB-ENG-UNI_UG_UX_Y2-DES-ARCH_DSN-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y3-DES-DSA-2026,DPS-GSEB-ENG-UNI_UG_UX_Y3-DES-DSA-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y3-DES-DBMS-2026,DPS-GSEB-ENG-UNI_UG_UX_Y3-DES-DBMS-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y3-DES-OS-2026,DPS-GSEB-ENG-UNI_UG_UX_Y3-DES-OS-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y3-DES-CN-2026,DPS-GSEB-ENG-UNI_UG_UX_Y3-DES-CN-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y3-DES-AI_ML-2026,DPS-GSEB-ENG-UNI_UG_UX_Y3-DES-AI_ML-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y3-DES-SWE-2026,DPS-GSEB-ENG-UNI_UG_UX_Y3-DES-SWE-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y3-DES-THERMO-2026,DPS-GSEB-ENG-UNI_UG_UX_Y3-DES-THERMO-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y3-DES-CIRCUITS-2026,DPS-GSEB-ENG-UNI_UG_UX_Y3-DES-CIRCUITS-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y3-DES-ANAT-2026,DPS-GSEB-ENG-UNI_UG_UX_Y3-DES-ANAT-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y3-DES-PHYS-2026,DPS-GSEB-ENG-UNI_UG_UX_Y3-DES-PHYS-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y3-DES-PHARM-2026,DPS-GSEB-ENG-UNI_UG_UX_Y3-DES-PHARM-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y3-DES-PATH-2026,DPS-GSEB-ENG-UNI_UG_UX_Y3-DES-PATH-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y3-DES-COM_MED-2026,DPS-GSEB-ENG-UNI_UG_UX_Y3-DES-COM_MED-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y3-DES-LAW_CON-2026,DPS-GSEB-ENG-UNI_UG_UX_Y3-DES-LAW_CON-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y3-DES-LAW_IPC-2026,DPS-GSEB-ENG-UNI_UG_UX_Y3-DES-LAW_IPC-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y3-DES-LAW_CONTR-2026,DPS-GSEB-ENG-UNI_UG_UX_Y3-DES-LAW_CONTR-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y3-DES-JURIS-2026,DPS-GSEB-ENG-UNI_UG_UX_Y3-DES-JURIS-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y3-DES-CORP_ACC-2026,DPS-GSEB-ENG-UNI_UG_UX_Y3-DES-CORP_ACC-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y3-DES-FIN_MGT-2026,DPS-GSEB-ENG-UNI_UG_UX_Y3-DES-FIN_MGT-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y3-DES-MKT_MGT-2026,DPS-GSEB-ENG-UNI_UG_UX_Y3-DES-MKT_MGT-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y3-DES-OB-2026,DPS-GSEB-ENG-UNI_UG_UX_Y3-DES-OB-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y3-DES-UI_UX-2026,DPS-GSEB-ENG-UNI_UG_UX_Y3-DES-UI_UX-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y3-DES-TYPO-2026,DPS-GSEB-ENG-UNI_UG_UX_Y3-DES-TYPO-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y3-DES-ARCH_DSN-2026,DPS-GSEB-ENG-UNI_UG_UX_Y3-DES-ARCH_DSN-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y4-DES-DSA-2026,DPS-GSEB-ENG-UNI_UG_UX_Y4-DES-DSA-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y4-DES-DBMS-2026,DPS-GSEB-ENG-UNI_UG_UX_Y4-DES-DBMS-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y4-DES-OS-2026,DPS-GSEB-ENG-UNI_UG_UX_Y4-DES-OS-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y4-DES-CN-2026,DPS-GSEB-ENG-UNI_UG_UX_Y4-DES-CN-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y4-DES-AI_ML-2026,DPS-GSEB-ENG-UNI_UG_UX_Y4-DES-AI_ML-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y4-DES-SWE-2026,DPS-GSEB-ENG-UNI_UG_UX_Y4-DES-SWE-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y4-DES-THERMO-2026,DPS-GSEB-ENG-UNI_UG_UX_Y4-DES-THERMO-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y4-DES-CIRCUITS-2026,DPS-GSEB-ENG-UNI_UG_UX_Y4-DES-CIRCUITS-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y4-DES-ANAT-2026,DPS-GSEB-ENG-UNI_UG_UX_Y4-DES-ANAT-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y4-DES-PHYS-2026,DPS-GSEB-ENG-UNI_UG_UX_Y4-DES-PHYS-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y4-DES-PHARM-2026,DPS-GSEB-ENG-UNI_UG_UX_Y4-DES-PHARM-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y4-DES-PATH-2026,DPS-GSEB-ENG-UNI_UG_UX_Y4-DES-PATH-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y4-DES-COM_MED-2026,DPS-GSEB-ENG-UNI_UG_UX_Y4-DES-COM_MED-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y4-DES-LAW_CON-2026,DPS-GSEB-ENG-UNI_UG_UX_Y4-DES-LAW_CON-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y4-DES-LAW_IPC-2026,DPS-GSEB-ENG-UNI_UG_UX_Y4-DES-LAW_IPC-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y4-DES-LAW_CONTR-2026,DPS-GSEB-ENG-UNI_UG_UX_Y4-DES-LAW_CONTR-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y4-DES-JURIS-2026,DPS-GSEB-ENG-UNI_UG_UX_Y4-DES-JURIS-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y4-DES-CORP_ACC-2026,DPS-GSEB-ENG-UNI_UG_UX_Y4-DES-CORP_ACC-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y4-DES-FIN_MGT-2026,DPS-GSEB-ENG-UNI_UG_UX_Y4-DES-FIN_MGT-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y4-DES-MKT_MGT-2026,DPS-GSEB-ENG-UNI_UG_UX_Y4-DES-MKT_MGT-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y4-DES-OB-2026,DPS-GSEB-ENG-UNI_UG_UX_Y4-DES-OB-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y4-DES-UI_UX-2026,DPS-GSEB-ENG-UNI_UG_UX_Y4-DES-UI_UX-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y4-DES-TYPO-2026,DPS-GSEB-ENG-UNI_UG_UX_Y4-DES-TYPO-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_UX_Y4-DES-ARCH_DSN-2026,DPS-GSEB-ENG-UNI_UG_UX_Y4-DES-ARCH_DSN-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_LAW_Y1-LAW-DSA-2026,DPS-GSEB-ENG-UNI_UG_LAW_Y1-LAW-DSA-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_LAW_Y1-LAW-DBMS-2026,DPS-GSEB-ENG-UNI_UG_LAW_Y1-LAW-DBMS-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_LAW_Y1-LAW-OS-2026,DPS-GSEB-ENG-UNI_UG_LAW_Y1-LAW-OS-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_LAW_Y1-LAW-CN-2026,DPS-GSEB-ENG-UNI_UG_LAW_Y1-LAW-CN-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_LAW_Y1-LAW-AI_ML-2026,DPS-GSEB-ENG-UNI_UG_LAW_Y1-LAW-AI_ML-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_LAW_Y1-LAW-SWE-2026,DPS-GSEB-ENG-UNI_UG_LAW_Y1-LAW-SWE-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_LAW_Y1-LAW-THERMO-2026,DPS-GSEB-ENG-UNI_UG_LAW_Y1-LAW-THERMO-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_LAW_Y1-LAW-CIRCUITS-2026,DPS-GSEB-ENG-UNI_UG_LAW_Y1-LAW-CIRCUITS-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_LAW_Y1-LAW-ANAT-2026,DPS-GSEB-ENG-UNI_UG_LAW_Y1-LAW-ANAT-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_LAW_Y1-LAW-PHYS-2026,DPS-GSEB-ENG-UNI_UG_LAW_Y1-LAW-PHYS-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_LAW_Y1-LAW-PHARM-2026,DPS-GSEB-ENG-UNI_UG_LAW_Y1-LAW-PHARM-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_LAW_Y1-LAW-PATH-2026,DPS-GSEB-ENG-UNI_UG_LAW_Y1-LAW-PATH-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_LAW_Y1-LAW-COM_MED-2026,DPS-GSEB-ENG-UNI_UG_LAW_Y1-LAW-COM_MED-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_LAW_Y1-LAW-LAW_CON-2026,DPS-GSEB-ENG-UNI_UG_LAW_Y1-LAW-LAW_CON-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_LAW_Y1-LAW-LAW_IPC-2026,DPS-GSEB-ENG-UNI_UG_LAW_Y1-LAW-LAW_IPC-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_LAW_Y1-LAW-LAW_CONTR-2026,DPS-GSEB-ENG-UNI_UG_LAW_Y1-LAW-LAW_CONTR-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_LAW_Y1-LAW-JURIS-2026,DPS-GSEB-ENG-UNI_UG_LAW_Y1-LAW-JURIS-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_LAW_Y1-LAW-CORP_ACC-2026,DPS-GSEB-ENG-UNI_UG_LAW_Y1-LAW-CORP_ACC-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_LAW_Y1-LAW-FIN_MGT-2026,DPS-GSEB-ENG-UNI_UG_LAW_Y1-LAW-FIN_MGT-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_LAW_Y1-LAW-MKT_MGT-2026,DPS-GSEB-ENG-UNI_UG_LAW_Y1-LAW-MKT_MGT-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_LAW_Y1-LAW-OB-2026,DPS-GSEB-ENG-UNI_UG_LAW_Y1-LAW-OB-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_LAW_Y1-LAW-UI_UX-2026,DPS-GSEB-ENG-UNI_UG_LAW_Y1-LAW-UI_UX-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_LAW_Y1-LAW-TYPO-2026,DPS-GSEB-ENG-UNI_UG_LAW_Y1-LAW-TYPO-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_LAW_Y1-LAW-ARCH_DSN-2026,DPS-GSEB-ENG-UNI_UG_LAW_Y1-LAW-ARCH_DSN-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_LAW_Y5-LAW-DSA-2026,DPS-GSEB-ENG-UNI_UG_LAW_Y5-LAW-DSA-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_LAW_Y5-LAW-DBMS-2026,DPS-GSEB-ENG-UNI_UG_LAW_Y5-LAW-DBMS-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_LAW_Y5-LAW-OS-2026,DPS-GSEB-ENG-UNI_UG_LAW_Y5-LAW-OS-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_LAW_Y5-LAW-CN-2026,DPS-GSEB-ENG-UNI_UG_LAW_Y5-LAW-CN-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_LAW_Y5-LAW-AI_ML-2026,DPS-GSEB-ENG-UNI_UG_LAW_Y5-LAW-AI_ML-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_LAW_Y5-LAW-SWE-2026,DPS-GSEB-ENG-UNI_UG_LAW_Y5-LAW-SWE-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_LAW_Y5-LAW-THERMO-2026,DPS-GSEB-ENG-UNI_UG_LAW_Y5-LAW-THERMO-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_LAW_Y5-LAW-CIRCUITS-2026,DPS-GSEB-ENG-UNI_UG_LAW_Y5-LAW-CIRCUITS-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_LAW_Y5-LAW-ANAT-2026,DPS-GSEB-ENG-UNI_UG_LAW_Y5-LAW-ANAT-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_LAW_Y5-LAW-PHYS-2026,DPS-GSEB-ENG-UNI_UG_LAW_Y5-LAW-PHYS-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_LAW_Y5-LAW-PHARM-2026,DPS-GSEB-ENG-UNI_UG_LAW_Y5-LAW-PHARM-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_LAW_Y5-LAW-PATH-2026,DPS-GSEB-ENG-UNI_UG_LAW_Y5-LAW-PATH-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_LAW_Y5-LAW-COM_MED-2026,DPS-GSEB-ENG-UNI_UG_LAW_Y5-LAW-COM_MED-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_LAW_Y5-LAW-LAW_CON-2026,DPS-GSEB-ENG-UNI_UG_LAW_Y5-LAW-LAW_CON-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_LAW_Y5-LAW-LAW_IPC-2026,DPS-GSEB-ENG-UNI_UG_LAW_Y5-LAW-LAW_IPC-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_LAW_Y5-LAW-LAW_CONTR-2026,DPS-GSEB-ENG-UNI_UG_LAW_Y5-LAW-LAW_CONTR-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_LAW_Y5-LAW-JURIS-2026,DPS-GSEB-ENG-UNI_UG_LAW_Y5-LAW-JURIS-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_LAW_Y5-LAW-CORP_ACC-2026,DPS-GSEB-ENG-UNI_UG_LAW_Y5-LAW-CORP_ACC-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_LAW_Y5-LAW-FIN_MGT-2026,DPS-GSEB-ENG-UNI_UG_LAW_Y5-LAW-FIN_MGT-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_LAW_Y5-LAW-MKT_MGT-2026,DPS-GSEB-ENG-UNI_UG_LAW_Y5-LAW-MKT_MGT-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_LAW_Y5-LAW-OB-2026,DPS-GSEB-ENG-UNI_UG_LAW_Y5-LAW-OB-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_LAW_Y5-LAW-UI_UX-2026,DPS-GSEB-ENG-UNI_UG_LAW_Y5-LAW-UI_UX-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_LAW_Y5-LAW-TYPO-2026,DPS-GSEB-ENG-UNI_UG_LAW_Y5-LAW-TYPO-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_LAW_Y5-LAW-ARCH_DSN-2026,DPS-GSEB-ENG-UNI_UG_LAW_Y5-LAW-ARCH_DSN-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_MED_Y1-MED-DSA-2026,DPS-GSEB-ENG-UNI_UG_MED_Y1-MED-DSA-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_MED_Y1-MED-DBMS-2026,DPS-GSEB-ENG-UNI_UG_MED_Y1-MED-DBMS-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_MED_Y1-MED-OS-2026,DPS-GSEB-ENG-UNI_UG_MED_Y1-MED-OS-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_MED_Y1-MED-CN-2026,DPS-GSEB-ENG-UNI_UG_MED_Y1-MED-CN-26,20,20,25,15,20,20,40
2026-2027,DPS-GSEB-ENG-UNI_UG_MED_Y1-MED-AI_ML-2026,DPS-GSEB-ENG-UNI_UG_MED_Y1-MED-AI_ML-26,20,20,25,15,20,20,40
